booking_id,gender,age_at_booking,status,length_of_stay,race,crime_type_A,crime_type_Business Offense,crime_type_C,crime_type_F,crime_type_K,crime_type_M,crime_type_Other,crime_type_Petty Offense,crime_type_Q,crime_type_R,crime_type_T,crime_type_V,crime_type_W,crime_type_X,crime_type_Z,crime_class_),crime_class_1,crime_class_2,crime_class_3,crime_class_4,crime_class_A,crime_class_B,crime_class_Business Offense,crime_class_C,crime_class_L,crime_class_M,crime_class_N,crime_class_O,crime_class_Other,crime_class_P,crime_class_Petty Offense,crime_class_T,crime_class_U,crime_class_X,crime_class_Z,total_charges_count,has_incident,incident_count,has_infraction,infraction_count,has_clinic,has_court,has_medical,total_movements
20180103027,1.0,19,0,92,2,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,0.0,0,0.0,0,1,1,20.0
20180103032,1.0,40,0,349,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0,0,1.0
20180103036,1.0,20,0,83,2,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0.0,0,0.0,0,1,0,52.0
20180103051,1.0,49,0,131,2,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0,0.0,1,1,1,53.0
20180103056,1.0,22,0,191,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,1,1,0,22.0
20180103057,1.0,23,1,420,4,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,1,4.0,1,6.0,1,1,0,88.0
20180103061,1.0,50,0,300,2,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0,0.0,0,0.0,0,0,0,
20180103063,1.0,37,0,252,2,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0,0.0,0,0.0,0,1,0,20.0
20180103068,1.0,50,1,420,3,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,1.0,1,1.0,0,1,1,113.0
20180103074,1.0,32,0,205,2,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,4.0,0,0.0,1,1,0,64.0
