infraction_detail_id,infraction_details_count,booking_id,disciplinary_event_date_time,disciplinary_event_network_id,infraction_type
inf_20180525125_DIV6-2018-9051,3,20180525125,2018-07-15 19:35:00,DIV6-2018-9051,322 Disrespect to Staff
inf_20181231150_DIV6-2018-9051,1,20181231150,2018-07-15 19:35:00,DIV6-2018-9051,105 Disorderly Conduct
inf_20181231150_DIV6-2018-9051,2,20181231150,2018-07-15 19:35:00,DIV6-2018-9051,115 Possession of Level 1 Contraband
inf_20181231150_DIV6-2018-9051,3,20181231150,2018-07-15 19:35:00,DIV6-2018-9051,219 Disobeying or Resisting Orders
inf_20181231150_DIV6-2018-9051,4,20181231150,2018-07-15 19:35:00,DIV6-2018-9051,322 Disrespect to Staff
inf_20180531081_DIV6-2018-9057,1,20180531081,2018-07-15 19:31:00,DIV6-2018-9057,207 Fighting
inf_20180622034_DIV6-2018-9057,1,20180622034,2018-07-15 19:31:00,DIV6-2018-9057,207 Fighting
inf_20180626201_DIV6-2018-9064,1,20180626201,2018-07-16 02:15:00,DIV6-2018-9064,207 Fighting
inf_20180628143_DIV6-2018-9064,1,20180628143,2018-07-16 02:15:00,DIV6-2018-9064,207 Fighting
inf_20181202164_DIV6-2018-9075,1,20181202164,2018-07-16 12:00:00,DIV6-2018-9075,105 Disorderly Conduct
inf_20181202164_DIV6-2018-9075,2,20181202164,2018-07-16 12:00:00,DIV6-2018-9075,202 Bullying and/or Hazing
inf_20171212134_DIV6-2018-9115,1,20171212134,2018-07-17 07:30:00,DIV6-2018-9115,207 Fighting
inf_20180529115_DIV6-2018-9115,1,20180529115,2018-07-17 07:30:00,DIV6-2018-9115,207 Fighting
inf_20180129053_DIV6-2018-9134,1,20180129053,2018-07-17 12:45:00,DIV6-2018-9134,219 Disobeying or Resisting Orders
inf_20180129053_DIV6-2018-9134,2,20180129053,2018-07-17 12:45:00,DIV6-2018-9134,320 Verbal Threat to Staff
inf_20180129053_DIV6-2018-9134,3,20180129053,2018-07-17 12:45:00,DIV6-2018-9134,322 Disrespect to Staff
inf_20180506081_DIV6-2018-9165,1,20180506081,2018-07-17 23:30:00,DIV6-2018-9165,105 Disorderly Conduct
inf_20171217135_DIV6-2018-9212,1,20171217135,2018-07-18 18:58:00,DIV6-2018-9212,117 Theft From Another Inmate
inf_20171217135_DIV6-2018-9212,2,20171217135,2018-07-18 18:58:00,DIV6-2018-9212,320 Verbal Threat to Staff
inf_20171217135_DIV6-2018-9212,3,20171217135,2018-07-18 18:58:00,DIV6-2018-9212,322 Disrespect to Staff
inf_20170427143_DIV6-2018-9251,1,20170427143,2018-07-19 16:25:00,DIV6-2018-9251,207 Fighting
inf_20180502190_DIV6-2018-9251,1,20180502190,2018-07-19 16:25:00,DIV6-2018-9251,207 Fighting
inf_20180228168_DIV6-2018-9258,1,20180228168,2018-07-19 19:02:00,DIV6-2018-9258,219 Disobeying or Resisting Orders
inf_20180228168_DIV6-2018-9258,2,20180228168,2018-07-19 19:02:00,DIV6-2018-9258,307 Battery
inf_20180228168_DIV6-2018-9258,3,20180228168,2018-07-19 19:02:00,DIV6-2018-9258,404 Battery to Staff
inf_20180213037_DIV6-2018-9285,1,20180213037,2018-07-20 14:15:00,DIV6-2018-9285,207 Fighting
inf_20180523235_DIV6-2018-9285,1,20180523235,2018-07-20 14:15:00,DIV6-2018-9285,207 Fighting
inf_20160917024_DIV6-2018-9308,1,20160917024,2018-07-20 20:00:00,DIV6-2018-9308,207 Fighting
inf_20161031144_DIV6-2018-9308,1,20161031144,2018-07-20 20:00:00,DIV6-2018-9308,207 Fighting
inf_20170620081_DIV6-2018-9308,1,20170620081,2018-07-20 20:00:00,DIV6-2018-9308,207 Fighting
inf_20170622123_DIV6-2018-9308,1,20170622123,2018-07-20 20:00:00,DIV6-2018-9308,207 Fighting
inf_20170810001_DIV6-2018-9308,1,20170810001,2018-07-20 20:00:00,DIV6-2018-9308,207 Fighting
inf_20170909006_DIV6-2018-9308,1,20170909006,2018-07-20 20:00:00,DIV6-2018-9308,207 Fighting
inf_20171008070_DIV6-2018-9308,1,20171008070,2018-07-20 20:00:00,DIV6-2018-9308,207 Fighting
inf_20171117121_DIV6-2018-9308,1,20171117121,2018-07-20 20:00:00,DIV6-2018-9308,207 Fighting
inf_20180117079_DIV6-2018-9308,1,20180117079,2018-07-20 20:00:00,DIV6-2018-9308,207 Fighting
inf_20180304141_DIV6-2018-9308,1,20180304141,2018-07-20 20:00:00,DIV6-2018-9308,207 Fighting
inf_20180309128_DIV6-2018-9308,1,20180309128,2018-07-20 20:00:00,DIV6-2018-9308,207 Fighting
inf_20180314184_DIV6-2018-9308,1,20180314184,2018-07-20 20:00:00,DIV6-2018-9308,207 Fighting
inf_20180331162_DIV6-2018-9308,1,20180331162,2018-07-20 20:00:00,DIV6-2018-9308,207 Fighting
inf_20180416131_DIV6-2018-9308,1,20180416131,2018-07-20 20:00:00,DIV6-2018-9308,207 Fighting
inf_20180508126_DIV6-2018-9372,1,20180508126,2018-07-22 20:35:00,DIV6-2018-9372,105 Disorderly Conduct
inf_20180508126_DIV6-2018-9372,2,20180508126,2018-07-22 20:35:00,DIV6-2018-9372,207 Fighting
inf_20180508126_DIV6-2018-9372,3,20180508126,2018-07-22 20:35:00,DIV6-2018-9372,219 Disobeying or Resisting Orders
inf_20180709024_DIV6-2018-9372,1,20180709024,2018-07-22 20:35:00,DIV6-2018-9372,105 Disorderly Conduct
inf_20180709024_DIV6-2018-9372,2,20180709024,2018-07-22 20:35:00,DIV6-2018-9372,207 Fighting
inf_20180709024_DIV6-2018-9372,3,20180709024,2018-07-22 20:35:00,DIV6-2018-9372,219 Disobeying or Resisting Orders
inf_20180421114_DIV6-2018-9430,1,20180421114,2018-07-23 20:58:00,DIV6-2018-9430,207 Fighting
inf_20180718117_DIV6-2018-9430,1,20180718117,2018-07-23 20:58:00,DIV6-2018-9430,207 Fighting
inf_20170321039_DIV6-2018-9431,1,20170321039,2018-07-23 22:00:00,DIV6-2018-9431,214 Possession of Level 2 Contraband
inf_20180330085_DIV6-2018-9431,1,20180330085,2018-07-23 22:00:00,DIV6-2018-9431,214 Possession of Level 2 Contraband
inf_20170119131_DIV6-2018-9444,1,20170119131,2018-07-24 09:18:00,DIV6-2018-9444,207 Fighting
inf_20180615008_DIV6-2018-9444,1,20180615008,2018-07-24 09:18:00,DIV6-2018-9444,105 Disorderly Conduct
inf_20180615008_DIV6-2018-9444,2,20180615008,2018-07-24 09:18:00,DIV6-2018-9444,207 Fighting
inf_20180426221_DIV6-2018-9472,1,20180426221,2018-07-24 18:50:00,DIV6-2018-9472,207 Fighting
inf_20180426221_DIV6-2018-9472,2,20180426221,2018-07-24 18:50:00,DIV6-2018-9472,307 Battery
inf_20180310127_DIV6-2018-9497,1,20180310127,2018-07-25 09:14:00,DIV6-2018-9497,219 Disobeying or Resisting Orders
inf_20180310127_DIV6-2018-9497,2,20180310127,2018-07-25 09:14:00,DIV6-2018-9497,322 Disrespect to Staff
inf_20180310127_DIV6-2018-9497,3,20180310127,2018-07-25 09:14:00,DIV6-2018-9497,403 Assault on Staff with Bodily Fluids
inf_20180410155_DIV6-2018-9526,1,20180410155,2018-07-25 18:45:00,DIV6-2018-9526,219 Disobeying or Resisting Orders
inf_20180410155_DIV6-2018-9526,2,20180410155,2018-07-25 18:45:00,DIV6-2018-9526,322 Disrespect to Staff
inf_20170419003_DIV6-2018-954,1,20170419003,2018-01-19 13:15:00,DIV6-2018-954,207 Fighting
inf_20180117141_DIV6-2018-954,1,20180117141,2018-01-19 13:15:00,DIV6-2018-954,207 Fighting
inf_20180321136_DIV6-2018-9633,1,20180321136,2018-07-27 22:30:00,DIV6-2018-9633,207 Fighting
inf_20180706157_DIV6-2018-9633,1,20180706157,2018-07-27 22:30:00,DIV6-2018-9633,207 Fighting
inf_20180322010_DIV6-2018-9645,1,20180322010,2018-07-28 10:30:00,DIV6-2018-9645,320 Verbal Threat to Staff
inf_20180322010_DIV6-2018-9645,2,20180322010,2018-07-28 10:30:00,DIV6-2018-9645,322 Disrespect to Staff
inf_20180331071_DIV6-2018-9654,1,20180331071,2018-07-28 16:07:00,DIV6-2018-9654,306 Arson
inf_20180331071_DIV6-2018-9654,2,20180331071,2018-07-28 16:07:00,DIV6-2018-9654,315 Possession of Level 3 Contraband
inf_20181111051_DIV6-2018-9663,1,20181111051,2018-07-28 17:40:00,DIV6-2018-9663,307 Battery
inf_20180327088_DIV6-2018-9702,1,20180327088,2018-07-29 19:20:00,DIV6-2018-9702,105 Disorderly Conduct
inf_20180327088_DIV6-2018-9702,2,20180327088,2018-07-29 19:20:00,DIV6-2018-9702,211 Misuse of Medication
inf_20180327088_DIV6-2018-9702,3,20180327088,2018-07-29 19:20:00,DIV6-2018-9702,219 Disobeying or Resisting Orders
inf_20180327088_DIV6-2018-9702,4,20180327088,2018-07-29 19:20:00,DIV6-2018-9702,322 Disrespect to Staff
inf_20180301179_DIV6-2018-9709,1,20180301179,2018-07-29 21:00:00,DIV6-2018-9709,207 Fighting
inf_20180721070_DIV6-2018-9709,1,20180721070,2018-07-29 21:00:00,DIV6-2018-9709,207 Fighting
inf_20180721070_DIV6-2018-9709,2,20180721070,2018-07-29 21:00:00,DIV6-2018-9709,307 Battery
inf_20180228174_DIV6-2018-9738,1,20180228174,2018-07-30 12:32:00,DIV6-2018-9738,121 Uniform Violation
inf_20180228174_DIV6-2018-9738,2,20180228174,2018-07-30 12:32:00,DIV6-2018-9738,212 Movement Violation
inf_20180228174_DIV6-2018-9738,3,20180228174,2018-07-30 12:32:00,DIV6-2018-9738,219 Disobeying or Resisting Orders
inf_20180221110_DIV6-2018-9741,1,20180221110,2018-07-30 08:45:00,DIV6-2018-9741,322 Disrespect to Staff
inf_20171025020_DIV6-2018-9805,1,20171025020,2018-07-31 20:25:00,DIV6-2018-9805,
inf_20180511062_DIV6-2018-9805,1,20180511062,2018-07-31 20:25:00,DIV6-2018-9805,105 Disorderly Conduct
inf_20180404218_DIV6-2018-9808,1,20180404218,2018-07-31 21:20:00,DIV6-2018-9808,207 Fighting
inf_20180404218_DIV6-2018-9808,2,20180404218,2018-07-31 21:20:00,DIV6-2018-9808,307 Battery
inf_20180510047_DIV6-2018-9808,1,20180510047,2018-07-31 21:20:00,DIV6-2018-9808,207 Fighting
inf_20180510047_DIV6-2018-9808,2,20180510047,2018-07-31 21:20:00,DIV6-2018-9808,307 Battery
inf_20180321025_DIV6-2018-9859,1,20180321025,2018-08-01 21:44:00,DIV6-2018-9859,105 Disorderly Conduct
inf_20180321025_DIV6-2018-9859,2,20180321025,2018-08-01 21:44:00,DIV6-2018-9859,122 Verbal Threat to an Inmate
inf_20180321025_DIV6-2018-9859,3,20180321025,2018-08-01 21:44:00,DIV6-2018-9859,219 Disobeying or Resisting Orders
inf_20180321025_DIV6-2018-9859,4,20180321025,2018-08-01 21:44:00,DIV6-2018-9859,301 Aggravated Verbal Threat
inf_20180321025_DIV6-2018-9859,5,20180321025,2018-08-01 21:44:00,DIV6-2018-9859,308 Count Violation
inf_20180414047_DIV6-2018-9924,1,20180414047,2018-08-03 11:10:00,DIV6-2018-9924,117 Theft From Another Inmate
inf_20180414047_DIV6-2018-9924,2,20180414047,2018-08-03 11:10:00,DIV6-2018-9924,301 Aggravated Verbal Threat
inf_20180414047_DIV6-2018-9924,3,20180414047,2018-08-03 11:10:00,DIV6-2018-9924,320 Verbal Threat to Staff
inf_20180414047_DIV6-2018-9924,4,20180414047,2018-08-03 11:10:00,DIV6-2018-9924,322 Disrespect to Staff
inf_20170617095_DIV6-2018-994,1,20170617095,2018-01-19 21:24:00,DIV6-2018-994,214 Possession of Level 2 Contraband
inf_20170715189_DIV6-2018-994,1,20170715189,2018-01-19 21:24:00,DIV6-2018-994,214 Possession of Level 2 Contraband
inf_20171010117_DIV6-2018-994,1,20171010117,2018-01-19 21:24:00,DIV6-2018-994,214 Possession of Level 2 Contraband
inf_20180102035_DIV6-2018-994,1,20180102035,2018-01-19 21:24:00,DIV6-2018-994,214 Possession of Level 2 Contraband
inf_20180106010_DIV6-2018-994,1,20180106010,2018-01-19 21:24:00,DIV6-2018-994,214 Possession of Level 2 Contraband
inf_20180111060_DIV6-2018-994,1,20180111060,2018-01-19 21:24:00,DIV6-2018-994,214 Possession of Level 2 Contraband
inf_20180105071_DIV6-2018-995,1,20180105071,2018-01-19 21:35:00,DIV6-2018-995,207 Fighting
inf_20181121164_DIV6-2018-995,1,20181121164,2018-01-19 21:35:00,DIV6-2018-995,207 Fighting
inf_20180530089_DIV6-2018-9950,1,20180530089,2018-08-03 20:00:00,DIV6-2018-9950,322 Disrespect to Staff
inf_20190124090_DIV6-2018-9953,1,20190124090,2018-08-03 19:51:00,DIV6-2018-9953,207 Fighting
inf_20190215049_DIV6-2018-9953,1,20190215049,2018-08-03 19:51:00,DIV6-2018-9953,207 Fighting
inf_20180110128_DIV6-2018-9988,1,20180110128,2018-08-04 16:56:00,DIV6-2018-9988,105 Disorderly Conduct
inf_20180110128_DIV6-2018-9988,2,20180110128,2018-08-04 16:56:00,DIV6-2018-9988,202 Bullying and/or Hazing
inf_20180110128_DIV6-2018-9988,3,20180110128,2018-08-04 16:56:00,DIV6-2018-9988,207 Fighting
inf_20180110128_DIV6-2018-9988,4,20180110128,2018-08-04 16:56:00,DIV6-2018-9988,307 Battery
inf_20180730080_DIV6-2018-9988,1,20180730080,2018-08-04 16:56:00,DIV6-2018-9988,105 Disorderly Conduct
inf_20180730080_DIV6-2018-9988,2,20180730080,2018-08-04 16:56:00,DIV6-2018-9988,202 Bullying and/or Hazing
inf_20180730080_DIV6-2018-9988,3,20180730080,2018-08-04 16:56:00,DIV6-2018-9988,207 Fighting
inf_20180730080_DIV6-2018-9988,4,20180730080,2018-08-04 16:56:00,DIV6-2018-9988,307 Battery
inf_20180508018_DIV6-2018-9995,1,20180508018,2018-08-04 20:10:00,DIV6-2018-9995,207 Fighting
inf_20180706176_DIV6-2018-9995,1,20180706176,2018-08-04 20:10:00,DIV6-2018-9995,207 Fighting
inf_20180225014_DIV6-2019-1025,1,20180225014,2019-01-23 16:20:00,DIV6-2019-1025,307 Battery
inf_20180823135_DIV6-2019-1025,1,20180823135,2019-01-23 16:20:00,DIV6-2019-1025,307 Battery
inf_20180903142_DIV6-2019-1025,1,20180903142,2019-01-23 16:20:00,DIV6-2019-1025,307 Battery
inf_20190118017_DIV6-2019-1025,1,20190118017,2019-01-23 16:20:00,DIV6-2019-1025,307 Battery
inf_20180508017_DIV6-2019-1067,1,20180508017,2019-01-24 12:50:00,DIV6-2019-1067,212 Movement Violation
inf_20180508017_DIV6-2019-1067,2,20180508017,2019-01-24 12:50:00,DIV6-2019-1067,308 Count Violation
inf_20180508017_DIV6-2019-1067,3,20180508017,2019-01-24 12:50:00,DIV6-2019-1067,320 Threat to Staff
inf_20180508017_DIV6-2019-1067,4,20180508017,2019-01-24 12:50:00,DIV6-2019-1067,322 Disrespect to Staff
inf_20180118002_DIV6-2019-1085,1,20180118002,2019-01-24 17:30:00,DIV6-2019-1085,105 Disorderly Conduct
inf_20180118002_DIV6-2019-1085,2,20180118002,2019-01-24 17:30:00,DIV6-2019-1085,214 Possession of Level 2 Contraband
inf_20180118002_DIV6-2019-1085,3,20180118002,2019-01-24 17:30:00,DIV6-2019-1085,326 Theft from Staff
inf_20180402034_DIV6-2019-1089,1,20180402034,2019-01-24 21:00:00,DIV6-2019-1089,307 Battery
inf_20190115027_DIV6-2019-1089,1,20190115027,2019-01-24 21:00:00,DIV6-2019-1089,207 Fighting
inf_20190116212_DIV6-2019-1089,1,20190116212,2019-01-24 21:00:00,DIV6-2019-1089,207 Fighting
inf_20180612047_DIV6-2019-1189,1,20180612047,2019-01-27 20:00:00,DIV6-2019-1189,105 Disorderly Conduct
inf_20180612047_DIV6-2019-1189,2,20180612047,2019-01-27 20:00:00,DIV6-2019-1189,219 Disobeying or Resisting Orders
inf_20180612047_DIV6-2019-1189,3,20180612047,2019-01-27 20:00:00,DIV6-2019-1189,312 Instigating Gang Attack/Fight
inf_20180612047_DIV6-2019-1189,4,20180612047,2019-01-27 20:00:00,DIV6-2019-1189,320 Threat to Staff
inf_20180612047_DIV6-2019-1189,5,20180612047,2019-01-27 20:00:00,DIV6-2019-1189,322 Disrespect to Staff
inf_20180626136_DIV6-2019-1189,1,20180626136,2019-01-27 20:00:00,DIV6-2019-1189,105 Disorderly Conduct
inf_20180626136_DIV6-2019-1189,2,20180626136,2019-01-27 20:00:00,DIV6-2019-1189,219 Disobeying or Resisting Orders
inf_20180626136_DIV6-2019-1189,3,20180626136,2019-01-27 20:00:00,DIV6-2019-1189,312 Instigating Gang Attack/Fight
inf_20180626136_DIV6-2019-1189,4,20180626136,2019-01-27 20:00:00,DIV6-2019-1189,320 Threat to Staff
inf_20180626136_DIV6-2019-1189,5,20180626136,2019-01-27 20:00:00,DIV6-2019-1189,322 Disrespect to Staff
inf_20181222015_DIV6-2019-1189,1,20181222015,2019-01-27 20:00:00,DIV6-2019-1189,105 Disorderly Conduct
inf_20181222015_DIV6-2019-1189,2,20181222015,2019-01-27 20:00:00,DIV6-2019-1189,212 Movement Violation
inf_20181222015_DIV6-2019-1189,3,20181222015,2019-01-27 20:00:00,DIV6-2019-1189,219 Disobeying or Resisting Orders
inf_20181222015_DIV6-2019-1189,4,20181222015,2019-01-27 20:00:00,DIV6-2019-1189,320 Threat to Staff
inf_20181222015_DIV6-2019-1189,5,20181222015,2019-01-27 20:00:00,DIV6-2019-1189,322 Disrespect to Staff
inf_20181222015_DIV6-2019-1189,6,20181222015,2019-01-27 20:00:00,DIV6-2019-1189,408 Inciting a Riot
inf_20190125035_DIV6-2019-1189,1,20190125035,2019-01-27 20:00:00,DIV6-2019-1189,105 Disorderly Conduct
inf_20190125035_DIV6-2019-1189,2,20190125035,2019-01-27 20:00:00,DIV6-2019-1189,219 Disobeying or Resisting Orders
inf_20190125035_DIV6-2019-1189,3,20190125035,2019-01-27 20:00:00,DIV6-2019-1189,312 Instigating Gang Attack/Fight
inf_20190125035_DIV6-2019-1189,4,20190125035,2019-01-27 20:00:00,DIV6-2019-1189,320 Threat to Staff
inf_20190125035_DIV6-2019-1189,5,20190125035,2019-01-27 20:00:00,DIV6-2019-1189,322 Disrespect to Staff
inf_20180221033_DIV6-2019-1209,1,20180221033,2019-01-28 11:15:00,DIV6-2019-1209,
inf_20180605087_DIV6-2019-1247,1,20180605087,2019-01-29 09:30:00,DIV6-2019-1247,122 Verbal Threat to an Inmate
inf_20180605087_DIV6-2019-1247,2,20180605087,2019-01-29 09:30:00,DIV6-2019-1247,320 Threat to Staff
inf_20180605087_DIV6-2019-1247,3,20180605087,2019-01-29 09:30:00,DIV6-2019-1247,322 Disrespect to Staff
inf_20170831140_DIV6-2019-1361,1,20170831140,2019-01-31 17:11:00,DIV6-2019-1361,307 Battery
inf_20180416168_DIV6-2019-1361,1,20180416168,2019-01-31 17:11:00,DIV6-2019-1361,307 Battery
inf_20180504144_DIV6-2019-1361,1,20180504144,2019-01-31 17:11:00,DIV6-2019-1361,307 Battery
inf_20180519126_DIV6-2019-1361,1,20180519126,2019-01-31 17:11:00,DIV6-2019-1361,307 Battery
inf_20180627120_DIV6-2019-1361,1,20180627120,2019-01-31 17:11:00,DIV6-2019-1361,307 Battery
inf_20181102213_DIV6-2019-1361,1,20181102213,2019-01-31 17:11:00,DIV6-2019-1361,307 Battery
inf_20161123012_DIV6-2019-1424,1,20161123012,2019-02-01 22:06:00,DIV6-2019-1424,105 Disorderly Conduct
inf_20161123012_DIV6-2019-1424,2,20161123012,2019-02-01 22:06:00,DIV6-2019-1424,214 Possession of Level 2 Contraband
inf_20180618135_DIV6-2019-1424,1,20180618135,2019-02-01 22:06:00,DIV6-2019-1424,105 Disorderly Conduct
inf_20180618135_DIV6-2019-1424,2,20180618135,2019-02-01 22:06:00,DIV6-2019-1424,214 Possession of Level 2 Contraband
inf_20180713023_DIV6-2019-1424,1,20180713023,2019-02-01 22:06:00,DIV6-2019-1424,105 Disorderly Conduct
inf_20180713023_DIV6-2019-1424,2,20180713023,2019-02-01 22:06:00,DIV6-2019-1424,214 Possession of Level 2 Contraband
inf_20180912210_DIV6-2019-1424,1,20180912210,2019-02-01 22:06:00,DIV6-2019-1424,105 Disorderly Conduct
inf_20180912210_DIV6-2019-1424,2,20180912210,2019-02-01 22:06:00,DIV6-2019-1424,214 Possession of Level 2 Contraband
inf_20180916008_DIV6-2019-1424,1,20180916008,2019-02-01 22:06:00,DIV6-2019-1424,105 Disorderly Conduct
inf_20180916008_DIV6-2019-1424,2,20180916008,2019-02-01 22:06:00,DIV6-2019-1424,214 Possession of Level 2 Contraband
inf_20180528075_DIV6-2019-1470,1,20180528075,2019-02-03 11:00:00,DIV6-2019-1470,207 Fighting
inf_20181221070_DIV6-2019-1470,1,20181221070,2019-02-03 11:00:00,DIV6-2019-1470,207 Fighting
inf_20181221070_DIV6-2019-1470,2,20181221070,2019-02-03 11:00:00,DIV6-2019-1470,307 Battery
inf_20170828083_DIV6-2019-1486,1,20170828083,2019-02-03 18:25:00,DIV6-2019-1486,207 Fighting
inf_20170828083_DIV6-2019-1486,2,20170828083,2019-02-03 18:25:00,DIV6-2019-1486,219 Disobeying or Resisting Orders
inf_20171122084_DIV6-2019-1486,1,20171122084,2019-02-03 18:25:00,DIV6-2019-1486,207 Fighting
inf_20171122084_DIV6-2019-1486,2,20171122084,2019-02-03 18:25:00,DIV6-2019-1486,219 Disobeying or Resisting Orders
inf_20180626115_DIV6-2019-1486,1,20180626115,2019-02-03 18:25:00,DIV6-2019-1486,207 Fighting
inf_20180626115_DIV6-2019-1486,2,20180626115,2019-02-03 18:25:00,DIV6-2019-1486,219 Disobeying or Resisting Orders
inf_20180810004_DIV6-2019-1486,1,20180810004,2019-02-03 18:25:00,DIV6-2019-1486,207 Fighting
inf_20180810004_DIV6-2019-1486,2,20180810004,2019-02-03 18:25:00,DIV6-2019-1486,219 Disobeying or Resisting Orders
inf_20181002174_DIV6-2019-1486,1,20181002174,2019-02-03 18:25:00,DIV6-2019-1486,207 Fighting
inf_20181002174_DIV6-2019-1486,2,20181002174,2019-02-03 18:25:00,DIV6-2019-1486,307 Battery
inf_20181102121_DIV6-2019-1486,1,20181102121,2019-02-03 18:25:00,DIV6-2019-1486,207 Fighting
inf_20181102121_DIV6-2019-1486,2,20181102121,2019-02-03 18:25:00,DIV6-2019-1486,219 Disobeying or Resisting Orders
inf_20190117188_DIV6-2019-1486,1,20190117188,2019-02-03 18:25:00,DIV6-2019-1486,207 Fighting
inf_20190117188_DIV6-2019-1486,2,20190117188,2019-02-03 18:25:00,DIV6-2019-1486,219 Disobeying or Resisting Orders
inf_20180327049_DIV6-2019-154,1,20180327049,2019-01-05 01:55:00,DIV6-2019-154,207 Fighting
inf_20181227128_DIV6-2019-154,1,20181227128,2019-01-05 01:55:00,DIV6-2019-154,207 Fighting
inf_20180505174_DIV6-2019-1568,1,20180505174,2019-02-05 18:10:00,DIV6-2019-1568,105 Disorderly Conduct
inf_20180505174_DIV6-2019-1568,2,20180505174,2019-02-05 18:10:00,DIV6-2019-1568,322 Disrespect to Staff
inf_20180404055_DIV6-2019-1574,1,20180404055,2019-02-05 19:30:00,DIV6-2019-1574,105 Disorderly Conduct
inf_20180404055_DIV6-2019-1574,2,20180404055,2019-02-05 19:30:00,DIV6-2019-1574,219 Disobeying or Resisting Orders
inf_20180404055_DIV6-2019-1574,3,20180404055,2019-02-05 19:30:00,DIV6-2019-1574,322 Disrespect to Staff
inf_20180404055_DIV6-2019-1574,4,20180404055,2019-02-05 19:30:00,DIV6-2019-1574,325 Sexual Harassment
inf_20180627015_DIV6-2019-159,1,20180627015,2019-01-05 10:13:00,DIV6-2019-159,202 Bullying and/or Hazing
inf_20180627015_DIV6-2019-159,2,20180627015,2019-01-05 10:13:00,DIV6-2019-159,207 Fighting
inf_20181006111_DIV6-2019-159,1,20181006111,2019-01-05 10:13:00,DIV6-2019-159,207 Fighting
inf_20181213070_DIV6-2019-159,1,20181213070,2019-01-05 10:13:00,DIV6-2019-159,307 Battery
inf_20180528075_DIV6-2019-1621,1,20180528075,2019-02-06 13:30:00,DIV6-2019-1621,219 Disobeying or Resisting Orders
inf_20180522066_DIV6-2019-1639,1,20180522066,2019-02-07 00:45:00,DIV6-2019-1639,319 Unauthorized Possession of Drugs
inf_20181016188_DIV6-2019-1639,1,20181016188,2019-02-07 00:45:00,DIV6-2019-1639,319 Unauthorized Possession of Drugs
inf_20181128206_DIV6-2019-1639,1,20181128206,2019-02-07 00:45:00,DIV6-2019-1639,319 Unauthorized Possession of Drugs
inf_20190119021_DIV6-2019-1639,1,20190119021,2019-02-07 00:45:00,DIV6-2019-1639,319 Unauthorized Possession of Drugs
inf_20180602016_DIV6-2019-1781,1,20180602016,2019-02-11 03:44:00,DIV6-2019-1781,207 Fighting
inf_20190126002_DIV6-2019-1781,1,20190126002,2019-02-11 03:44:00,DIV6-2019-1781,206 Extortion
inf_20190126002_DIV6-2019-1781,2,20190126002,2019-02-11 03:44:00,DIV6-2019-1781,207 Fighting
inf_20170405200_DIV6-2019-18,1,20170405200,2019-01-01 17:43:00,DIV6-2019-18,207 Fighting
inf_20180604013_DIV6-2019-18,1,20180604013,2019-01-01 17:43:00,DIV6-2019-18,207 Fighting
inf_20180607031_DIV6-2019-2001,1,20180607031,2019-02-15 12:46:00,DIV6-2019-2001,105 Disorderly Conduct
inf_20180607031_DIV6-2019-2001,2,20180607031,2019-02-15 12:46:00,DIV6-2019-2001,307 Battery
inf_20180623027_DIV6-2019-2039,1,20180623027,2019-02-16 16:00:00,DIV6-2019-2039,411 Possession of Level 4 Contraband
inf_20180311052_DIV6-2019-2050,1,20180311052,2019-02-16 21:00:00,DIV6-2019-2050,105 Disorderly Conduct
inf_20180311052_DIV6-2019-2050,2,20180311052,2019-02-16 21:00:00,DIV6-2019-2050,219 Disobeying or Resisting Orders
inf_20180311052_DIV6-2019-2050,3,20180311052,2019-02-16 21:00:00,DIV6-2019-2050,308 Count Violation
inf_20180311052_DIV6-2019-2050,4,20180311052,2019-02-16 21:00:00,DIV6-2019-2050,320 Threat to Staff
inf_20180311052_DIV6-2019-2050,5,20180311052,2019-02-16 21:00:00,DIV6-2019-2050,322 Disrespect to Staff
inf_20180607125_DIV6-2019-2081,1,20180607125,2019-02-17 16:14:00,DIV6-2019-2081,116 Tattooing
inf_20180607125_DIV6-2019-2081,2,20180607125,2019-02-17 16:14:00,DIV6-2019-2081,315 Possession of Level 3 Contraband
inf_20170722040_DIV6-2019-2089,1,20170722040,2019-02-17 18:42:00,DIV6-2019-2089,105 Disorderly Conduct
inf_20170722040_DIV6-2019-2089,2,20170722040,2019-02-17 18:42:00,DIV6-2019-2089,207 Fighting
inf_20180618135_DIV6-2019-2089,1,20180618135,2019-02-17 18:42:00,DIV6-2019-2089,105 Disorderly Conduct
inf_20180618135_DIV6-2019-2089,2,20180618135,2019-02-17 18:42:00,DIV6-2019-2089,207 Fighting
inf_20190108067_DIV6-2019-2089,1,20190108067,2019-02-17 18:42:00,DIV6-2019-2089,105 Disorderly Conduct
inf_20190108067_DIV6-2019-2089,2,20190108067,2019-02-17 18:42:00,DIV6-2019-2089,207 Fighting
inf_20180129054_DIV6-2019-2136,1,20180129054,2019-02-18 18:40:00,DIV6-2019-2136,219 Disobeying or Resisting Orders
inf_20180129054_DIV6-2019-2136,2,20180129054,2019-02-18 18:40:00,DIV6-2019-2136,322 Disrespect to Staff
inf_20180528130_DIV6-2019-2137,1,20180528130,2019-02-18 19:51:00,DIV6-2019-2137,207 Fighting
