event_id,booking_id,bed_start_date_time,bed_assignment,facility,section,cell
bm_20160425124_2017-07-14 12:30:00,20160425124,2017-07-14 12:30:00,DIV4-I2-211-1,Division 4,DIV4-I2,DIV4-I2-211
bm_20160724150_2017-07-24 13:30:00,20160724150,2017-07-24 13:30:00,DIV4-I2-220-1,Division 4,DIV4-I2,DIV4-I2-220
bm_20150509082_2017-08-30 13:40:00,20150509082,2017-08-30 13:40:00,DIV4-I2-221-1,Division 4,DIV4-I2,DIV4-I2-221
bm_20141229154_2017-09-17 13:30:00,20141229154,2017-09-17 13:30:00,DIV10-1D-1417-1,Division 10,DIV10-1D,DIV10-1D-1417
bm_20160910061_2017-08-19 13:15:00,20160910061,2017-08-19 13:15:00,DIV10-2A-2112-1,Division 10,DIV10-2A,DIV10-2A-2112
bm_20151125210_2017-09-17 11:30:00,20151125210,2017-09-17 11:30:00,DIV10-1D-1407-2,Division 10,DIV10-1D,DIV10-1D-1407
bm_20150805179_2017-09-01 16:30:00,20150805179,2017-09-01 16:30:00,DIV9-1E-1005-2,Division 9,DIV9-1E,DIV9-1E-1005
bm_20170621147_2017-08-25 09:30:00,20170621147,2017-08-25 09:30:00,DIV4-I2-223-2,Division 4,DIV4-I2,DIV4-I2-223
bm_20161222125_2017-09-16 12:00:00,20161222125,2017-09-16 12:00:00,DIV10-1D-1414-1,Division 10,DIV10-1D,DIV10-1D-1414
bm_20160515083_2017-09-16 12:00:00,20160515083,2017-09-16 12:00:00,DIV10-1D-1416-1,Division 10,DIV10-1D,DIV10-1D-1416
bm_20161001167_2017-09-16 09:30:00,20161001167,2017-09-16 09:30:00,DIV10-1D-1418-2,Division 10,DIV10-1D,DIV10-1D-1418
