event_id,booking_id,bed_start_date_time,bed_assignment,facility,section,cell
bm_20130628016_2018-11-14 13:30:00,20130628016,2018-11-14 13:30:00,DIV9-1G-1084-1,Division 9,DIV9-1G,DIV9-1G-1084
bm_20180321082_2018-11-11 21:30:00,20180321082,2018-11-11 21:30:00,DIV9-1H-1266-2,Division 9,DIV9-1H,DIV9-1H-1266
bm_20160929210_2018-11-17 15:00:00,20160929210,2018-11-17 15:00:00,DIV9-1E-1008-2,Division 9,DIV9-1E,DIV9-1E-1008
bm_20150822092_2018-11-18 21:30:00,20150822092,2018-11-18 21:30:00,DIV9-1G-1090-2,Division 9,DIV9-1G,DIV9-1G-1090
bm_20180509027_2018-11-19 11:00:00,20180509027,2018-11-19 11:00:00,DIV9-2G-2285-2,Division 9,DIV9-2G,DIV9-2G-2285
bm_20160408253_2018-09-23 11:40:00,20160408253,2018-09-23 11:40:00,DIV9-2D-2191-1,Division 9,DIV9-2D,DIV9-2D-2191
bm_20170411096_2018-11-14 09:00:00,20170411096,2018-11-14 09:00:00,DIV08-3D-D3-24,Division 8 RTU,DIV08-3D,DIV08-3D-D3
bm_20180721002_2018-07-27 08:00:00,20180721002,2018-07-27 08:00:00,Div11-AC-206-1,Division 11,DIV11-AC,DIV11-AC-206
bm_20180902038_2018-11-08 16:30:00,20180902038,2018-11-08 16:30:00,Div11-CA-202-2,Division 11,DIV11-CA,DIV11-CA-202
bm_20181112006_2018-11-12 23:00:00,20181112006,2018-11-12 23:00:00,Div11-BB-108-2,Division 11,DIV11-BB,DIV11-BB-108
bm_20180621195_2018-11-17 10:30:00,20180621195,2018-11-17 10:30:00,Div11-BB-208-2,Division 11,DIV11-BB,DIV11-BB-208
bm_20180628087_2018-10-27 12:17:00,20180628087,2018-10-27 12:17:00,DIV10-4A-4120-2,Division 10,DIV10-4A,DIV10-4A-4120
bm_20180823017_2018-11-10 10:00:00,20180823017,2018-11-10 10:00:00,DIV08-5A-9-1,Division 8 RTU,DIV08-5A,DIV08-5A-9
bm_20161209094_2018-10-23 13:00:00,20161209094,2018-10-23 13:00:00,DIV5-2F-6-2,Division 5,DIV5-2F,DIV5-2F-6
bm_20170414155_2018-07-25 09:00:00,20170414155,2018-07-25 09:00:00,DIV6-1D-14-1,Division 6,DIV6-1D,DIV6-1D-14
bm_20180116110_2018-04-03 10:30:00,20180116110,2018-04-03 10:30:00,Div11-DC-203-1,Division 11,DIV11-DC,DIV11-DC-203
bm_20180725236_2018-11-05 12:30:00,20180725236,2018-11-05 12:30:00,DIV08-3B-D1-28,Division 8 RTU,DIV08-3B,DIV08-3B-D1
bm_20180304172_2018-05-01 11:00:00,20180304172,2018-05-01 11:00:00,Div11-AG-407-2,Division 11,DIV11-AG,DIV11-AG-407
bm_20180814124_2018-10-26 18:30:00,20180814124,2018-10-26 18:30:00,DIV08-3G-D5-19,Division 8 RTU,DIV08-3G,DIV08-3G-D5
bm_20180109064_2018-04-19 20:30:00,20180109064,2018-04-19 20:30:00,Div11-DC-210-2,Division 11,DIV11-DC,DIV11-DC-210
bm_20180813190_2018-11-16 11:30:00,20180813190,2018-11-16 11:30:00,Div11-AF-402-2,Division 11,DIV11-AF,DIV11-AF-402
bm_20180305053_2018-07-28 10:30:00,20180305053,2018-07-28 10:30:00,Div11-DA-112-2,Division 11,DIV11-DA,DIV11-DA-112
bm_20180519186_2018-05-24 11:00:00,20180519186,2018-05-24 11:00:00,Div11-DA-201-2,Division 11,DIV11-DA,DIV11-DA-201
bm_20180622144_2018-11-13 10:00:00,20180622144,2018-11-13 10:00:00,DIV6-1J-12-1,Division 6,DIV6-1J,DIV6-1J-12
bm_20180120082_2018-10-17 16:30:00,20180120082,2018-10-17 16:30:00,DIV2-D2-V-44,Division 2,DIV2-D2,DIV2-D2-V
bm_20180607109_2018-11-13 17:00:00,20180607109,2018-11-13 17:00:00,DIV2-D3-CC-19,Division 2,DIV2-D3,DIV2-D3-CC
bm_20180713069_2018-10-27 01:00:00,20180713069,2018-10-27 01:00:00,DIV08-4D-D3-12,Division 8 RTU,DIV08-4D,DIV08-4D-D3
bm_20181024064_2018-11-08 17:30:00,20181024064,2018-11-08 17:30:00,DIV6-1N-7-1,Division 6,DIV6-1N,DIV6-1N-7
bm_20181107213_2018-11-19 11:00:00,20181107213,2018-11-19 11:00:00,DIV08-4H-D6-31,Division 8 RTU,DIV08-4H,DIV08-4H-D6
bm_20180530069_2018-11-19 22:00:00,20180530069,2018-11-19 22:00:00,DIV2-D2-V-2,Division 2,DIV2-D2,DIV2-D2-V
bm_20180621149_2018-10-22 08:00:00,20180621149,2018-10-22 08:00:00,DIV 15-SPIDOC-IDOC SPCMVNT-GENERAL,Division 15,DIV15-SPIDOC,DIV15-SPIDOC-IDOC SPCMVNT
bm_20171030083_2018-11-14 18:00:00,20171030083,2018-11-14 18:00:00,Div11-AA-209-2,Division 11,DIV11-AA,DIV11-AA-209
bm_20180412182_2018-09-05 23:30:00,20180412182,2018-09-05 23:30:00,DIV15-FEM-FEMALE ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-FEM,DIV15-FEM-FEMALE ELECTRONIC MONITORING
bm_20180530069_2018-07-02 18:00:00,20180530069,2018-07-02 18:00:00,DIV2-D2-V-2,Division 2,DIV2-D2,DIV2-D2-V
bm_20180826189_2018-11-13 20:00:00,20180826189,2018-11-13 20:00:00,DIV9-1H-1068-1,Division 9,DIV9-1H,DIV9-1H-1068
bm_20180616201_2018-11-12 10:45:00,20180616201,2018-11-12 10:45:00,Div11-DD-211-2,Division 11,DIV11-DD,DIV11-DD-211
bm_20180926143_2018-11-07 22:00:00,20180926143,2018-11-07 22:00:00,DIV08-4A-2-1,Division 8 RTU,DIV08-4A,DIV08-4A-2
bm_20181010122_2018-11-09 12:30:00,20181010122,2018-11-09 12:30:00,DIV10-2A-2108-2,Division 10,DIV10-2A,DIV10-2A-2108
bm_20181012056_2018-10-20 21:00:00,20181012056,2018-10-20 21:00:00,DIV2-D2-V-20,Division 2,DIV2-D2,DIV2-D2-V
bm_20180609018_2018-11-14 10:30:00,20180609018,2018-11-14 10:30:00,DIV10-2C-2316-1,Division 10,DIV10-2C,DIV10-2C-2316
bm_20180629017_2018-09-01 08:00:00,20180629017,2018-09-01 08:00:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20170804064_2018-11-19 08:00:00,20170804064,2018-11-19 08:00:00,DIV 15-SPIDOC-IDOC SPCMVNT-GENERAL,Division 15,DIV15-SPIDOC,DIV15-SPIDOC-IDOC SPCMVNT
bm_20180518173_2018-08-28 00:00:00,20180518173,2018-08-28 00:00:00,DIV15-FEM-FEMALE ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-FEM,DIV15-FEM-FEMALE ELECTRONIC MONITORING
bm_20180611186_2018-06-11 23:30:00,20180611186,2018-06-11 23:30:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20180405095_2018-08-24 12:00:00,20180405095,2018-08-24 12:00:00,Div11-DG-307-1,Division 11,DIV11-DG,DIV11-DG-307
bm_20181102156_2018-11-03 00:00:00,20181102156,2018-11-03 00:00:00,Div11-DJ-408-1,Division 11,DIV11-DJ,DIV11-DJ-408
bm_20180816140_2018-11-18 13:30:00,20180816140,2018-11-18 13:30:00,DIV5-2E-10-1,Division 5,DIV5-2E,DIV5-2E-10
bm_20180509019_2018-10-16 13:00:00,20180509019,2018-10-16 13:00:00,DIV6-1L-7-1,Division 6,DIV6-1L,DIV6-1L-7
bm_20140727278_2018-01-06 10:00:00,20140727278,2018-01-06 10:00:00,DIV9-2B-2103-2,Division 9,DIV9-2B,DIV9-2B-2103
bm_20180322119_2018-03-22 23:30:00,20180322119,2018-03-22 23:30:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20150522208_2018-05-15 22:00:00,20150522208,2018-05-15 22:00:00,DIV9-1B-1304-2,Division 9,DIV9-1B,DIV9-1B-1304
bm_20180603132_2018-11-14 17:30:00,20180603132,2018-11-14 17:30:00,DIV6-2Q-6-1,Division 6,DIV6-2Q,DIV6-2Q-6
bm_20180322127_2018-04-18 23:30:00,20180322127,2018-04-18 23:30:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20171221156_2018-04-27 08:00:00,20171221156,2018-04-27 08:00:00,Div11-CF-311-2,Division 11,DIV11-CF,DIV11-CF-311
bm_20170830169_2018-07-11 09:30:00,20170830169,2018-07-11 09:30:00,Div11-AH-407-2,Division 11,DIV11-AH,DIV11-AH-407
bm_20180411024_2018-11-15 23:30:00,20180411024,2018-11-15 23:30:00,Div11-BC-211-1,Division 11,DIV11-BC,DIV11-BC-211
bm_20180702152_2018-10-27 20:00:00,20180702152,2018-10-27 20:00:00,Div11-AG-401-2,Division 11,DIV11-AG,DIV11-AG-401
bm_20170601020_2018-04-15 10:00:00,20170601020,2018-04-15 10:00:00,Div11-CH-309-2,Division 11,DIV11-CH,DIV11-CH-309
bm_20170217102_2018-11-18 13:30:00,20170217102,2018-11-18 13:30:00,DIV08-5H-D6-38,Division 8 RTU,DIV08-5H,DIV08-5H-D6
bm_20171008040_2018-11-13 19:30:00,20171008040,2018-11-13 19:30:00,DIV8-3N-3225-1,Division 8,DIV8-3N,DIV8-3N-3225
bm_20180622094_2018-10-26 12:00:00,20180622094,2018-10-26 12:00:00,Div11-AJ-408-2,Division 11,DIV11-AJ,DIV11-AJ-408
bm_20181115002_2018-11-15 23:30:00,20181115002,2018-11-15 23:30:00,DIV6-1C-1-2,Division 6,DIV6-1C,DIV6-1C-1
bm_20170224082_2018-11-09 20:00:00,20170224082,2018-11-09 20:00:00,DIV6-2N-13-1,Division 6,DIV6-2N,DIV6-2N-13
bm_20170905050_2018-10-17 09:30:00,20170905050,2018-10-17 09:30:00,DIV6-1K-13-2,Division 6,DIV6-1K,DIV6-1K-13
bm_20180620050_2018-06-30 02:30:00,20180620050,2018-06-30 02:30:00,DIV2-D2-N-48,Division 2,DIV2-D2,DIV2-D2-N
bm_20180912032_2018-10-18 20:00:00,20180912032,2018-10-18 20:00:00,Div11-DC-103-2,Division 11,DIV11-DC,DIV11-DC-103
bm_20180903032_2018-11-11 21:00:00,20180903032,2018-11-11 21:00:00,DIV9-2H-2061-1,Division 9,DIV9-2H,DIV9-2H-2061
bm_20180926110_2018-11-01 20:00:00,20180926110,2018-11-01 20:00:00,DIV9-2H-2061-2,Division 9,DIV9-2H,DIV9-2H-2061
bm_20180424101_2018-11-08 21:00:00,20180424101,2018-11-08 21:00:00,DIV10-4A-4123-1,Division 10,DIV10-4A,DIV10-4A-4123
bm_20180222196_2018-08-30 23:20:00,20180222196,2018-08-30 23:20:00,DIV08-5F-D4-29,Division 8 RTU,DIV08-5F,DIV08-5F-D4
bm_20180616118_2018-11-01 10:30:00,20180616118,2018-11-01 10:30:00,DIV5-2D-16-2,Division 5,DIV5-2D,DIV5-2D-16
bm_20180619168_2018-11-14 20:00:00,20180619168,2018-11-14 20:00:00,DIV08-4A-2-2,Division 8 RTU,DIV08-4A,DIV08-4A-2
bm_20170516044_2018-10-21 16:30:00,20170516044,2018-10-21 16:30:00,DIV10-4B-4207-1,Division 10,DIV10-4B,DIV10-4B-4207
bm_20130713086_2018-11-05 21:30:00,20130713086,2018-11-05 21:30:00,DIV9-1E-1010-2,Division 9,DIV9-1E,DIV9-1E-1010
bm_20120201023_2018-08-30 10:30:00,20120201023,2018-08-30 10:30:00,DIV9-2B-2311-1,Division 9,DIV9-2B,DIV9-2B-2311
bm_20180619088_2018-08-08 23:00:00,20180619088,2018-08-08 23:00:00,Div11-DH-404-2,Division 11,DIV11-DH,DIV11-DH-404
bm_20180308180_2018-10-26 12:00:00,20180308180,2018-10-26 12:00:00,DIV2-D2-U-25,Division 2,DIV2-D2,DIV2-D2-U
bm_20180910017_2018-11-19 08:00:00,20180910017,2018-11-19 08:00:00,DIV 15-SPIDOC-IDOC SPCMVNT-GENERAL,Division 15,DIV15-SPIDOC,DIV15-SPIDOC-IDOC SPCMVNT
bm_20181113120_2018-11-18 23:00:00,20181113120,2018-11-18 23:00:00,DIV2-D3-AA-19,Division 2,DIV2-D3,DIV2-D3-AA
bm_20180623019_2018-10-16 23:00:00,20180623019,2018-10-16 23:00:00,Div11-AJ-411-2,Division 11,DIV11-AJ,DIV11-AJ-411
bm_20180219054_2018-11-19 12:00:00,20180219054,2018-11-19 12:00:00,DIV6-2N-16-2,Division 6,DIV6-2N,DIV6-2N-16
bm_20180221083_2018-06-27 19:30:00,20180221083,2018-06-27 19:30:00,DIV2-D2-U-15,Division 2,DIV2-D2,DIV2-D2-U
bm_20180219054_2018-11-17 01:00:00,20180219054,2018-11-17 01:00:00,DIV6-1D-7-1,Division 6,DIV6-1D,DIV6-1D-7
bm_20181115066_2018-11-15 23:30:00,20181115066,2018-11-15 23:30:00,DIV6-1D-12-1,Division 6,DIV6-1D,DIV6-1D-12
bm_20170923038_2018-11-13 17:30:00,20170923038,2018-11-13 17:30:00,DIV08-5A-3-2,Division 8 RTU,DIV08-5A,DIV08-5A-3
bm_20171114017_2018-11-10 14:16:00,20171114017,2018-11-10 14:16:00,DIV9-1E-1006-2,Division 9,DIV9-1E,DIV9-1E-1006
bm_20160702224_2018-11-17 11:30:00,20160702224,2018-11-17 11:30:00,DIV9-1E-1007-1,Division 9,DIV9-1E,DIV9-1E-1007
bm_20180817075_2018-08-17 23:15:00,20180817075,2018-08-17 23:15:00,DIV2-D2-U-37,Division 2,DIV2-D2,DIV2-D2-U
bm_20180324045_2018-06-26 17:30:00,20180324045,2018-06-26 17:30:00,DIV2-D2-U-11,Division 2,DIV2-D2,DIV2-D2-U
bm_20170329189_2018-11-05 18:00:00,20170329189,2018-11-05 18:00:00,DIV9-1G-1092-2,Division 9,DIV9-1G,DIV9-1G-1092
bm_20180509027_2018-11-10 11:22:00,20180509027,2018-11-10 11:22:00,DIV9-1H-1258-1,Division 9,DIV9-1H,DIV9-1H-1258
bm_20171210128_2018-11-01 12:30:00,20171210128,2018-11-01 12:30:00,DIV2-D2-U-44,Division 2,DIV2-D2,DIV2-D2-U
bm_20141022260_2018-10-25 19:30:00,20141022260,2018-10-25 19:30:00,DIV9-1G-1085-1,Division 9,DIV9-1G,DIV9-1G-1085
bm_20180508131_2018-10-17 16:30:00,20180508131,2018-10-17 16:30:00,DIV2-D2-U-33,Division 2,DIV2-D2,DIV2-D2-U
bm_20180502046_2018-11-15 19:30:00,20180502046,2018-11-15 19:30:00,DIV2-D2-U-27,Division 2,DIV2-D2,DIV2-D2-U
bm_20180623027_2018-06-29 00:00:00,20180623027,2018-06-29 00:00:00,DIV2-D2-U-16,Division 2,DIV2-D2,DIV2-D2-U
bm_20170314026_2018-11-09 10:00:00,20170314026,2018-11-09 10:00:00,DIV9-1H-1058-1,Division 9,DIV9-1H,DIV9-1H-1058
bm_20180519126_2018-11-09 21:00:00,20180519126,2018-11-09 21:00:00,DIV9-1H-1062-2,Division 9,DIV9-1H,DIV9-1H-1062
bm_20170826164_2018-11-06 21:00:00,20170826164,2018-11-06 21:00:00,DIV2-D3-BB-21,Division 2,DIV2-D3,DIV2-D3-BB
bm_20181114099_2018-11-14 23:30:00,20181114099,2018-11-14 23:30:00,DIV2-D3-BB-19,Division 2,DIV2-D3,DIV2-D3-BB
bm_20180714017_2018-11-12 22:18:00,20180714017,2018-11-12 22:18:00,DIV2-D3-BB-26,Division 2,DIV2-D3,DIV2-D3-BB
bm_20181107213_2018-11-15 17:30:00,20181107213,2018-11-15 17:30:00,DIV8-2N-Dayroom-DR,Division 8,DIV8-2N,DIV8-2N-Dayroom
bm_20180329139_2018-11-05 09:30:00,20180329139,2018-11-05 09:30:00,DIV2-D3-BB-40,Division 2,DIV2-D3,DIV2-D3-BB
bm_20180302127_2018-08-16 14:30:00,20180302127,2018-08-16 14:30:00,DIV10-4B-4213-2,Division 10,DIV10-4B,DIV10-4B-4213
bm_20180822126_2018-11-12 04:00:00,20180822126,2018-11-12 04:00:00,DIV8-2N-Dayroom-DR,Division 8,DIV8-2N,DIV8-2N-Dayroom
bm_20180911054_2018-11-06 18:30:00,20180911054,2018-11-06 18:30:00,DIV2-D3-CC-20,Division 2,DIV2-D3,DIV2-D3-CC
bm_20180720028_2018-10-14 20:30:00,20180720028,2018-10-14 20:30:00,DIV10-1D-1418-1,Division 10,DIV10-1D,DIV10-1D-1418
bm_20180303157_2018-09-25 15:30:00,20180303157,2018-09-25 15:30:00,DIV2-D3-BB-46,Division 2,DIV2-D3,DIV2-D3-BB
bm_20140206209_2018-09-06 13:30:00,20140206209,2018-09-06 13:30:00,DIV9-1A-1129-1,Division 9,DIV9-1A,DIV9-1A-1129
bm_20180823047_2018-11-13 19:00:00,20180823047,2018-11-13 19:00:00,DIV08-4A-1-1,Division 8 RTU,DIV08-4A,DIV08-4A-1
bm_20181018005_2018-11-10 00:00:00,20181018005,2018-11-10 00:00:00,DIV08-5A-7-1,Division 8 RTU,DIV08-5A,DIV08-5A-7
bm_20180726014_2018-11-14 02:00:00,20180726014,2018-11-14 02:00:00,DIV8-2N-2267-4,Division 8,DIV8-2N,DIV8-2N-2267
bm_20180519118_2018-11-16 12:30:00,20180519118,2018-11-16 12:30:00,DIV08-5B-D1-18,Division 8 RTU,DIV08-5B,DIV08-5B-D1
bm_20180531001_2018-11-08 09:30:00,20180531001,2018-11-08 09:30:00,DIV08-4A-9-1,Division 8 RTU,DIV08-4A,DIV08-4A-9
bm_20180405106_2018-11-15 23:00:00,20180405106,2018-11-15 23:00:00,DIV08-2F-D2-16,Division 8 RTU,DIV08-2F,DIV08-2F-D2
bm_20180112105_2018-11-06 14:30:00,20180112105,2018-11-06 14:30:00,DIV08-4H-D6-20,Division 8 RTU,DIV08-4H,DIV08-4H-D6
bm_20180417069_2018-11-13 20:00:00,20180417069,2018-11-13 20:00:00,DIV9-1F-1231-1,Division 9,DIV9-1F,DIV9-1F-1231
bm_20180213209_2018-11-14 10:00:00,20180213209,2018-11-14 10:00:00,DIV6-2N-17-2,Division 6,DIV6-2N,DIV6-2N-17
bm_20171207031_2018-04-26 12:30:00,20171207031,2018-04-26 12:30:00,DIV6-1A-14-2,Division 6,DIV6-1A,DIV6-1A-14
bm_20180412057_2018-09-04 12:30:00,20180412057,2018-09-04 12:30:00,DIV6-2D-7-2,Division 6,DIV6-2D,DIV6-2D-7
bm_20180414040_2018-10-03 12:00:00,20180414040,2018-10-03 12:00:00,DIV6-2N-20-2,Division 6,DIV6-2N,DIV6-2N-20
bm_20180517007_2018-10-11 11:00:00,20180517007,2018-10-11 11:00:00,DIV6-2N-16-2,Division 6,DIV6-2N,DIV6-2N-16
bm_20180404119_2018-11-16 00:00:00,20180404119,2018-11-16 00:00:00,Div11-BD-107-1,Division 11,DIV11-BD,DIV11-BD-107
bm_20180223163_2018-02-24 00:00:00,20180223163,2018-02-24 00:00:00,Div11-DF-302-1,Division 11,DIV11-DF,DIV11-DF-302
bm_20180328077_2018-10-08 23:30:00,20180328077,2018-10-08 23:30:00,Div11-DF-403-2,Division 11,DIV11-DF,DIV11-DF-403
bm_20170804064_2017-08-05 00:00:00,20170804064,2017-08-05 00:00:00,Div11-CF-302-1,Division 11,DIV11-CF,DIV11-CF-302
bm_20170823134_2018-10-10 12:00:00,20170823134,2018-10-10 12:00:00,Div11-DJ-306-2,Division 11,DIV11-DJ,DIV11-DJ-306
bm_20180609130_2018-06-15 13:00:00,20180609130,2018-06-15 13:00:00,Div11-DF-302-2,Division 11,DIV11-DF,DIV11-DF-302
bm_20180617075_2018-06-21 10:30:00,20180617075,2018-06-21 10:30:00,Div11-AA-106-2,Division 11,DIV11-AA,DIV11-AA-106
bm_20180515027_2018-10-22 15:00:00,20180515027,2018-10-22 15:00:00,DIV2-D3-BB-32,Division 2,DIV2-D3,DIV2-D3-BB
bm_20180213133_2018-05-03 17:00:00,20180213133,2018-05-03 17:00:00,Div11-AF-310-1,Division 11,DIV11-AF,DIV11-AF-310
bm_20180413174_2018-05-13 13:00:00,20180413174,2018-05-13 13:00:00,Div11-BF-411-1,Division 11,DIV11-BF,DIV11-BF-411
bm_20170720121_2017-11-14 10:30:00,20170720121,2017-11-14 10:30:00,Div11-BF-311-2,Division 11,DIV11-BF,DIV11-BF-311
bm_20180209113_2018-11-16 00:00:00,20180209113,2018-11-16 00:00:00,Div11-BG-406-2,Division 11,DIV11-BG,DIV11-BG-406
bm_20180327071_2018-10-23 10:00:00,20180327071,2018-10-23 10:00:00,DIV2-D3-CC-2,Division 2,DIV2-D3,DIV2-D3-CC
bm_20180910017_2018-09-24 11:00:00,20180910017,2018-09-24 11:00:00,Div11-AG-307-1,Division 11,DIV11-AG,DIV11-AG-307
bm_20180628202_2018-11-13 10:30:00,20180628202,2018-11-13 10:30:00,Div11-AB-106-2,Division 11,DIV11-AB,DIV11-AB-106
bm_20180529259_2018-11-14 09:30:00,20180529259,2018-11-14 09:30:00,DIV9-1E-1211-2,Division 9,DIV9-1E,DIV9-1E-1211
bm_20170828188_2018-11-05 19:30:00,20170828188,2018-11-05 19:30:00,DIV9-2E-2204-2,Division 9,DIV9-2E,DIV9-2E-2204
bm_20180430168_2018-07-24 07:30:00,20180430168,2018-07-24 07:30:00,DIV9-3F-3026-1,Division 9,DIV9-3F,DIV9-3F-3026
bm_20180527051_2018-09-27 23:00:00,20180527051,2018-09-27 23:00:00,DIV10-1D-1418-2,Division 10,DIV10-1D,DIV10-1D-1418
bm_20130420001_2018-07-09 13:30:00,20130420001,2018-07-09 13:30:00,DIV9-2F-2027-2,Division 9,DIV9-2F,DIV9-2F-2027
bm_20180420097_2018-08-20 11:30:00,20180420097,2018-08-20 11:30:00,DIV9-2C-2367-2,Division 9,DIV9-2C,DIV9-2C-2367
bm_20160415221_2018-10-31 11:10:00,20160415221,2018-10-31 11:10:00,DIV9-3D-3383-1,Division 9,DIV9-3D,DIV9-3D-3383
bm_20150822092_2018-11-17 10:30:00,20150822092,2018-11-17 10:30:00,DIV9-2C-2164-2,Division 9,DIV9-2C,DIV9-2C-2164
bm_20181113120_2018-11-13 23:00:00,20181113120,2018-11-13 23:00:00,DIV08-2G-D3-33,Division 8 RTU,DIV08-2G,DIV08-2G-D3
bm_20180307112_2018-07-24 20:30:00,20180307112,2018-07-24 20:30:00,DIV6-1A-7-2,Division 6,DIV6-1A,DIV6-1A-7
bm_20180513134_2018-08-03 18:00:00,20180513134,2018-08-03 18:00:00,DIV6-1A-8-2,Division 6,DIV6-1A,DIV6-1A-8
bm_20180609146_2018-08-30 08:00:00,20180609146,2018-08-30 08:00:00,DIV6-1D-6-1,Division 6,DIV6-1D,DIV6-1D-6
bm_20180628236_2018-11-11 00:30:00,20180628236,2018-11-11 00:30:00,DIV10-4A-4109-1,Division 10,DIV10-4A,DIV10-4A-4109
bm_20180314017_2018-11-17 18:00:00,20180314017,2018-11-17 18:00:00,DIV10-3A-3121-1,Division 10,DIV10-3A,DIV10-3A-3121
bm_20171006009_2018-11-08 17:30:00,20171006009,2018-11-08 17:30:00,DIV6-1N-1-2,Division 6,DIV6-1N,DIV6-1N-1
bm_20171211211_2018-11-15 09:30:00,20171211211,2018-11-15 09:30:00,DIV08-4E-3-1,Division 8 RTU,DIV08-4E,DIV08-4E-3
bm_20180825044_2018-11-18 16:30:00,20180825044,2018-11-18 16:30:00,DIV2-D2-R-21,Division 2,DIV2-D2,DIV2-D2-R
bm_20180825044_2018-11-18 01:00:00,20180825044,2018-11-18 01:00:00,DIV2-D3-AA-1,Division 2,DIV2-D3,DIV2-D3-AA
bm_20181117156_2018-11-18 00:30:00,20181117156,2018-11-18 00:30:00,DIV2-D3-AA-2,Division 2,DIV2-D3,DIV2-D3-AA
bm_20180715046_2018-11-17 19:42:00,20180715046,2018-11-17 19:42:00,DIV9-2H-2066-2,Division 9,DIV9-2H,DIV9-2H-2066
bm_20170217102_2018-09-30 13:00:00,20170217102,2018-09-30 13:00:00,DIV08-5H-D6-38,Division 8 RTU,DIV08-5H,DIV08-5H-D6
bm_20180816140_2018-11-14 09:00:00,20180816140,2018-11-14 09:00:00,DIV08-5H-D6-39,Division 8 RTU,DIV08-5H,DIV08-5H-D6
bm_20181108045_2018-11-15 20:00:00,20181108045,2018-11-15 20:00:00,DIV2-D2-T-1,Division 2,DIV2-D2,DIV2-D2-T
bm_20180504144_2018-11-08 18:00:00,20180504144,2018-11-08 18:00:00,DIV6-1N-19-1,Division 6,DIV6-1N,DIV6-1N-19
bm_20170519036_2018-11-17 11:00:00,20170519036,2018-11-17 11:00:00,DIV6-2N-11-2,Division 6,DIV6-2N,DIV6-2N-11
bm_20180421165_2018-11-14 17:30:00,20180421165,2018-11-14 17:30:00,DIV08-2G-D3-10,Division 8 RTU,DIV08-2G,DIV08-2G-D3
bm_20181022080_2018-10-23 08:30:00,20181022080,2018-10-23 08:30:00,DIV08-5F-D4-7,Division 8 RTU,DIV08-5F,DIV08-5F-D4
bm_20181030125_2018-11-14 17:30:00,20181030125,2018-11-14 17:30:00,DIV08-5F-D4-10,Division 8 RTU,DIV08-5F,DIV08-5F-D4
bm_20180612059_2018-07-26 21:30:00,20180612059,2018-07-26 21:30:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20180213037_2018-08-01 14:00:00,20180213037,2018-08-01 14:00:00,DIV08-4F-D4-34,Division 8 RTU,DIV08-4F,DIV08-4F-D4
bm_20181117156_2018-11-17 23:30:00,20181117156,2018-11-17 23:30:00,DIV2-D2-V-5,Division 2,DIV2-D2,DIV2-D2-V
bm_20180318144_2018-04-24 03:30:00,20180318144,2018-04-24 03:30:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20180825044_2018-08-30 00:00:00,20180825044,2018-08-30 00:00:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20180202027_2018-09-04 23:00:00,20180202027,2018-09-04 23:00:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20180314017_2018-11-17 12:00:00,20180314017,2018-11-17 12:00:00,DIV10-4D-4423-2,Division 10,DIV10-4D,DIV10-4D-4423
bm_20180519178_2018-11-14 23:30:00,20180519178,2018-11-14 23:30:00,DIV10-2D-2409-1,Division 10,DIV10-2D,DIV10-2D-2409
bm_20180110160_2018-11-05 02:00:00,20180110160,2018-11-05 02:00:00,DIV2-D3-BB-22,Division 2,DIV2-D3,DIV2-D3-BB
bm_20180318008_2018-10-20 18:00:00,20180318008,2018-10-20 18:00:00,DIV8-3W-3217-2,Division 8,DIV8-3W,DIV8-3W-3217
bm_20180715046_2018-11-15 21:00:00,20180715046,2018-11-15 21:00:00,DIV10-3A-3121-1,Division 10,DIV10-3A,DIV10-3A-3121
bm_20160929210_2018-11-10 13:11:00,20160929210,2018-11-10 13:11:00,DIV9-1E-1004-1,Division 9,DIV9-1E,DIV9-1E-1004
bm_20171022059_2018-03-15 00:00:00,20171022059,2018-03-15 00:00:00,DIV6-1H-4-2,Division 6,DIV6-1H,DIV6-1H-4
bm_20180114164_2018-11-15 20:30:00,20180114164,2018-11-15 20:30:00,DIV2-D2-M-43,Division 2,DIV2-D2,DIV2-D2-M
