booking_id,facility,section,cell,bed_assignment,bed_start_date,bed_end_date
20180111042,Division 4,DIV4-K1,DIV4-K1-106,DIV4-K1-106-2,2018-01-23 12:39:00,2018-02-02 20:30:00
20180111042,Division 4,DIV4-P1,DIV4-P1-115,DIV4-P1-115-2,2018-02-02 20:30:00,2018-02-21 21:00:00
20180111042,Division 6,DIV6-1C,DIV6-1C-15,DIV6-1C-15-2,2018-02-21 21:00:00,2018-03-27 14:30:00
20180111050,Division 4,DIV4-P1,DIV4-P1-122,DIV4-P1-122-1,2018-01-12 01:00:00,2018-01-13 17:17:00
20180111050,Division 11,DIV11-BG,DIV11-BG-304,Div11-BG-304-1,2018-01-13 19:00:00,2018-01-13 19:30:00
20180111050,Division 11,DIV11-AA,DIV11-AA-109,Div11-AA-109-1,2018-01-13 19:30:00,2018-01-23 18:00:00
20180111050,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-01-23 00:00:00,2018-03-13 20:41:37
20180111054,Division 6,DIV6-2N,DIV6-2N-2,DIV6-2N-2-1,2018-01-11 23:00:00,2018-01-16 19:00:00
20180111054,Division 6,DIV6-2J,DIV6-2J-15,DIV6-2J-15-1,2018-01-16 18:00:00,2018-01-23 10:30:00
20180111054,Division 9,DIV9-3B,DIV9-3B-3306,DIV9-3B-3306-2,2018-01-23 11:00:00,2018-01-24 07:30:00
20180111054,Division 9,DIV9-3B,DIV9-3B-3106,DIV9-3B-3106-1,2018-01-24 07:30:00,2018-02-23 16:30:00
20180111054,Division 9,DIV9-3F,DIV9-3F-3030,DIV9-3F-3030-1,2018-02-23 08:00:00,2018-04-27 17:00:00
20180111060,Division 6,DIV6-2R,DIV6-2R-3,DIV6-2R-3-2,2018-01-11 23:00:00,2018-01-29 18:30:00
20180111060,Division 8,DIV8-2N,DIV8-2N-2235,DIV8-2N-2235-3,2018-01-29 18:30:00,2018-02-05 18:30:00
20180111060,Division 4,DIV4-L2,DIV4-L2-204,DIV4-L2-204-1,2018-02-05 20:00:00,2018-04-30 16:30:00
20180111060,Division 4,DIV4-J2,DIV4-J2-203,DIV4-J2-203-1,2018-04-30 16:30:00,2018-05-02 09:00:00
20180111060,Division 10,DIV10-1D,DIV10-1D-1406,DIV10-1D-1406-1,2018-05-02 09:46:00,2018-05-15 09:30:00
20180111060,Division 10,DIV10-4C,DIV10-4C-4313,DIV10-4C-4313-2,2018-05-15 09:30:00,2018-05-23 20:00:00
20180111060,Division 10,DIV10-4C,DIV10-4C-4313,DIV10-4C-4313-2,2018-05-23 20:00:00,2018-07-18 11:18:00
20180111060,Division 10,DIV10-3C,DIV10-3C-3303,DIV10-3C-3303-2,2018-07-18 11:18:00,2018-09-04 04:00:00
20180111064,Division 11,DIV11-DF,DIV11-DF-301,Div11-DF-301-1,2018-01-11 23:30:00,2018-01-19 05:00:00
20180111064,Division 15,DIV15-SPIDOC,DIV15-SPIDOC-IDOC SPCMVNT,DIV 15-SPIDOC-IDOC SPCMVNT-GENERAL,2018-01-19 07:00:00,2018-09-21 23:30:00
20180111064,Division 6,DIV6-2A,DIV6-2A-18,DIV6-2A-18-2,2018-09-21 23:30:00,2018-09-22 09:30:00
20180111064,Division 6,DIV6-2H,DIV6-2H-20,DIV6-2H-20-2,2018-09-22 09:30:00,2018-11-05 04:00:00
20180111074,Division 6,DIV6-2J,DIV6-2J-4,DIV6-2J-4-1,2018-01-11 23:00:00,2018-01-19 04:00:00
20180111074,Division 15,DIV15-SPIDOC,DIV15-SPIDOC-IDOC SPCMVNT,DIV 15-SPIDOC-IDOC SPCMVNT-GENERAL,2018-01-19 07:00:00,2018-11-09 21:25:20
20180111078,Division 2,DIV2-D4,DIV2-D4-NU,DIV2-D4-NU-34,2018-01-11 23:30:00,2018-04-10 16:00:00
20180111078,Division 4,DIV4-P2,DIV4-P2-207,DIV4-P2-207-2,2018-04-10 16:00:00,2018-04-27 11:00:00
20180111078,Division 11,DIV11-DB,DIV11-DB-112,Div11-DB-112-1,2018-04-27 12:00:00,2018-04-27 16:00:00
20180111078,Division 11,DIV11-DB,DIV11-DB-110,Div11-DB-110-1,2018-04-27 16:00:00,2018-05-08 08:30:00
20180111078,Division 11,DIV11-BD,DIV11-BD-110,Div11-BD-110-1,2018-04-27 16:00:00,2018-04-27 16:00:00
20180111078,Division 11,DIV11-BJ,DIV11-BJ-301,Div11-BJ-301-1,2018-05-08 08:30:00,2018-11-13 16:33:00
20180111080,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-01-11 23:30:00,2018-03-16 14:12:40
20180111096,Division 6,DIV6-2P,DIV6-2P-19,DIV6-2P-19-2,2018-01-11 23:00:00,2018-01-18 12:30:00
20180111096,Division 6,DIV6-2H,DIV6-2H-1,DIV6-2H-1-2,2018-01-18 13:00:00,2018-01-18 13:00:00
20180111096,Division 6,DIV6-2P,DIV6-2P-19,DIV6-2P-19-1,2018-01-18 13:00:00,2018-01-18 14:00:00
20180111096,Division 6,DIV6-1Q,DIV6-1Q-15,DIV6-1Q-15-1,2018-01-18 14:00:00,2018-02-06 04:00:00
20180111096,Division 15,DIV15-SPIDOC,DIV15-SPIDOC-IDOC SPCMVNT,DIV 15-SPIDOC-IDOC SPCMVNT-GENERAL,2018-02-06 08:00:00,2018-09-22 00:00:00
20180111096,Division 6,DIV6-2D,DIV6-2D-4,DIV6-2D-4-1,2018-09-15 00:00:00,2018-09-25 09:30:00
20180111096,Division 6,DIV6-2J,DIV6-2J-14,DIV6-2J-14-2,2018-09-25 09:30:00,2018-11-11 15:30:00
20180111096,Division 2,DIV2-D3,DIV2-D3-FF,DIV2-D3-FF-28,2018-11-11 15:30:00,2018-11-13 09:00:00
20180111096,Division 6,DIV6-1J,DIV6-1J-11,DIV6-1J-11-1,2018-11-13 10:00:00,2018-12-03 19:00:00
20180111096,Division 9,DIV9-1G,DIV9-1G-1287,DIV9-1G-1287-1,2018-12-03 19:00:00,2018-12-03 19:00:00
20180111096,Division 9,DIV9-1G,DIV9-1G-1287,DIV9-1G-1287-1,2018-12-03 21:30:00,2018-12-24 11:00:00
20180111096,Division 10,DIV10-1D,DIV10-1D-1406,DIV10-1D-1406-2,2018-12-24 11:00:00,2019-02-20 17:30:00
20180111096,Division 9,DIV9-1H,DIV9-1H-1267,DIV9-1H-1267-2,2019-02-20 18:30:00,2019-02-27 17:00:00
20180111096,Division 10,DIV10-3C,DIV10-3C-3313,DIV10-3C-3313-1,2019-02-27 17:00:00,
20180111097,Division 8 RTU,DIV08-2G,DIV08-2G-D3,DIV08-2G-D3-12,2018-01-11 23:00:00,2018-01-18 19:00:00
20180111097,Division 10,DIV10-3B,DIV10-3B-3208,DIV10-3B-3208-1,2018-01-18 21:30:00,2018-01-31 11:00:00
20180111097,Division 11,DIV11-BA,DIV11-BA-101,Div11-BA-101-1,2018-01-31 12:00:00,2018-03-01 16:30:00
20180111097,Division 6,DIV6-2D,DIV6-2D-20,DIV6-2D-20-2,2018-03-01 18:30:00,2018-07-02 17:30:00
20180111097,Division 15,DIV15-DU,DIV15-DU-DUPAGE CO,DIV 15-DU-DUPAGE CO-GENERAL,2018-07-02 17:30:00,2018-07-31 20:00:00
20180111097,Division 11,DIV11-DA,DIV11-DA-110,Div11-DA-110-2,2018-07-31 23:30:00,2018-08-02 04:30:00
20180111101,Division 11,DIV11-BJ,DIV11-BJ-301,Div11-BJ-301-1,2018-01-11 23:30:00,2018-01-16 04:00:00
20180111101,Division 15,DIV15-SPIDOC,DIV15-SPIDOC-IDOC SPCMVNT,DIV 15-SPIDOC-IDOC SPCMVNT-GENERAL,2018-01-16 00:00:00,2018-03-27 10:51:28
20180111102,Division 8 RTU,DIV08-4D,DIV08-4D-D3,DIV08-4D-D3-10,2018-01-11 23:30:00,2018-01-22 05:00:00
20180111102,Division 15,DIV15-SPIDOC,DIV15-SPIDOC-IDOC SPCMVNT,DIV 15-SPIDOC-IDOC SPCMVNT-GENERAL,2018-01-22 00:00:00,2018-02-07 18:00:00
20180111102,Division 8 RTU,DIV08-2B,DIV08-2B-D1,DIV08-2B-D1-14,2018-02-07 23:00:00,2018-02-08 12:00:00
20180111102,Division 8 RTU,DIV08-2F,DIV08-2F-D2,DIV08-2F-D2-30,2018-02-08 12:00:00,2018-02-09 13:00:00
20180111102,Division 8 RTU,DIV08-4D,DIV08-4D-D3,DIV08-4D-D3-38,2018-02-09 13:30:00,2018-02-28 12:30:00
20180111102,Division 8 RTU,DIV08-4B,DIV08-4B-D1,DIV08-4B-D1-9,2018-02-28 12:30:00,2018-03-03 12:30:00
20180111102,Division 8 RTU,DIV08-4D,DIV08-4D-D3,DIV08-4D-D3-19,2018-02-28 12:30:00,2018-02-28 12:30:00
20180111102,Division 8 RTU,DIV08-4A,DIV08-4A-8,DIV08-4A-8-1,2018-03-03 12:30:00,2018-03-10 09:30:00
20180111102,Division 8 RTU,DIV08-4C,DIV08-4C-D2,DIV08-4C-D2-13,2018-03-10 09:30:00,2018-04-24 05:00:00
20180111102,Division 15,DIV15-SPIDOC,DIV15-SPIDOC-IDOC SPCMVNT,DIV 15-SPIDOC-IDOC SPCMVNT-GENERAL,2018-04-24 07:00:00,2018-06-13 20:55:48
20180111103,Division 8 RTU,DIV08-2G,DIV08-2G-D3,DIV08-2G-D3-1,2018-01-11 23:30:00,2018-01-17 20:00:00
20180111103,Division 11,DIV11-AJ,DIV11-AJ-412,Div11-AJ-412-1,2018-01-17 21:30:00,2018-01-18 19:00:00
20180111103,Division 11,DIV11-AB,DIV11-AB-106,Div11-AB-106-1,2018-01-18 19:00:00,2018-01-19 05:00:00
20180111103,Division 15,DIV15-SPIDOC,DIV15-SPIDOC-IDOC SPCMVNT,DIV 15-SPIDOC-IDOC SPCMVNT-GENERAL,2018-01-19 07:00:00,2018-05-23 20:23:02
20180111120,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-01-11 23:30:00,2018-05-09 20:30:00
20180111120,Division 15,DIV15-EMAW,DIV15-EMAW-EM AWOLS,DIV 15-EMAW-EM AWOLS-GENERAL,2018-05-09 20:30:00,2018-05-20 16:30:00
20180111120,Division 10,DIV10-4D,DIV10-4D-4420,DIV10-4D-4420-2,2018-05-20 21:30:00,2018-07-13 13:00:00
20180111120,Division 11,DIV11-AF,DIV11-AF-301,Div11-AF-301-2,2018-07-13 13:00:00,2019-02-04 21:30:00
20180111123,Division 8 RTU,DIV08-2F,DIV08-2F-D2,DIV08-2F-D2-7,2018-01-11 23:00:00,2018-01-17 20:30:00
20180111123,Division 4,DIV4-Q2,DIV4-Q2-222,DIV4-Q2-222-2,2018-01-17 20:43:00,2018-01-19 11:43:00
20180111123,Division 4,DIV4-Q2,DIV4-Q2-202,DIV4-Q2-202-1,2018-01-19 11:50:00,2018-01-22 10:30:00
20180111123,Division 6,DIV6-2A,DIV6-2A-18,DIV6-2A-18-1,2018-01-22 11:00:00,2018-01-25 12:30:00
20180111123,Division 6,DIV6-1N,DIV6-1N-3,DIV6-1N-3-1,2018-01-25 12:30:00,2018-01-27 12:00:00
20180111123,Division 6,DIV6-1H,DIV6-1H-3,DIV6-1H-3-1,2018-01-27 12:00:00,2018-07-04 12:00:00
20180111123,Division 2,DIV2-D3,DIV2-D3-DD,DIV2-D3-DD-14,2018-07-04 13:00:00,2018-11-10 13:30:00
20180111123,Division 2,DIV2-D2,DIV2-D2-R,DIV2-D2-R-20,2018-11-10 13:30:00,
20180111131,Division 8 RTU,DIV08-5D,DIV08-5D-D3,DIV08-5D-D3-5,2018-01-11 23:30:00,2018-05-03 18:30:00
20180111161,Division 8,DIV8-2N,DIV8-2N-2235,DIV8-2N-2235-2,2018-01-12 22:00:00,2018-03-13 08:40:00
20180111161,Division 8,DIV8-2S,DIV8-2S-2107,DIV8-2S-2107-3,2018-03-13 08:42:00,2018-04-30 08:00:00
20180111161,Division 8,DIV8-2S,DIV8-2S-2117,DIV8-2S-2117-1,2018-04-30 08:00:00,2018-05-03 19:30:00
20180111161,Division 8 RTU,DIV08-4G,DIV08-4G-D5,DIV08-4G-D5-5_X,2018-05-03 20:00:00,
20180111179,Division 8 RTU,DIV08-5D,DIV08-5D-D3,DIV08-5D-D3-28,2018-01-11 21:00:00,2018-01-30 20:30:00
20180111179,Division 5,DIV5-2L,DIV5-2L-17,DIV5-2L-17-1,2018-01-30 20:30:00,2018-03-06 14:30:00
20180111179,Division 5,DIV5-2L,DIV5-2L-6,DIV5-2L-6-2,2018-03-06 14:30:00,2018-05-07 17:30:00
20180111179,Division 17,DIV17-SFFP,DIV17-SFFP-SFFP,DIV17-SFFP-SFFP-General,2018-05-07 23:00:00,2018-07-28 15:00:00
20180111179,Division 17,DIV17-SFFPAW,DIV17-SFFPAW-AWOL,DIV17-SFFPAW-AWOL-General,2018-07-28 15:00:00,2018-08-17 08:00:00
20180111179,Division 15,DIV15-FEMAW,DIV15-FEMAW-FEMALE EM AWOLS,DIV15-FEMAW-FEMALE EM AWOLS-GENERAL,2018-08-17 08:00:00,2018-08-23 00:00:00
20180111179,Division 8 RTU,DIV08-5G,DIV08-5G-D5,DIV08-5G-D5-11,2018-08-23 00:00:00,2018-08-28 12:30:00
20180111179,Division 5,DIV5-2L,DIV5-2L-10,DIV5-2L-10-2,2018-08-28 14:30:00,2018-10-24 17:30:00
20180111183,Division 5,DIV5-2D,DIV5-2D-12,DIV5-2D-12-1,2018-01-11 23:30:00,2018-01-15 11:38:00
20180111183,Division 5,DIV5-2D,DIV5-2D-17,DIV5-2D-17-1,2018-01-15 11:39:00,2018-02-14 21:30:00
20180111183,Division 5,DIV5-2F,DIV5-2F-19,DIV5-2F-19-2,2018-02-14 21:30:00,2018-02-15 13:20:00
20180111183,Division 5,DIV5-2D,DIV5-2D-17,DIV5-2D-17-1,2018-02-15 13:20:00,2018-05-01 20:30:00
20180111183,Division 5,DIV5-2D,DIV5-2D-17,DIV5-2D-17-2,2018-05-01 20:30:00,2018-07-03 08:30:00
20180111183,Division 5,DIV5-2D,DIV5-2D-5,DIV5-2D-5-2,2018-07-03 08:30:00,2018-08-12 08:00:00
20180111183,Division 5,DIV5-2B,DIV5-2B-5,DIV5-2B-5-2,2018-08-12 08:00:00,2018-08-24 15:30:00
20180111183,Division 5,DIV5-2D,DIV5-2D-5,DIV5-2D-5-2,2018-08-24 15:30:00,2018-11-27 21:00:00
20180111183,Division 5,DIV5-2D,DIV5-2D-18,DIV5-2D-18-1,2018-11-27 21:00:00,2018-12-05 05:00:00
20180111189,Division 2,DIV2-D4,DIV2-D4-OU,DIV2-D4-OU-20,2018-01-11 23:00:00,2018-02-17 17:30:00
20180111189,Division 2,DIV2-D4,DIV2-D4-OU,DIV2-D4-OU-2,2018-02-17 17:30:00,2018-06-30 01:30:00
20180111189,Division 2,DIV2-D2,DIV2-D2-N,DIV2-D2-N-1,2018-06-30 01:30:00,2019-01-14 04:00:00
20180111193,Division 11,DIV11-BD,DIV11-BD-207,Div11-BD-207-1,2018-01-11 23:30:00,2018-01-25 16:00:00
20180111193,Division 6,DIV6-2D,DIV6-2D-8,DIV6-2D-8-2,2018-01-25 17:00:00,2018-02-06 17:03:00
20180111193,Division 6,DIV6-2A,DIV6-2A-15,DIV6-2A-15-2,2018-02-06 17:03:00,2018-04-26 14:45:00
20180111194,Division 8 RTU,DIV08-5D,DIV08-5D-D3,DIV08-5D-D3-17,2018-01-11 21:00:00,2018-01-18 20:00:00
20180111194,Division 8 RTU,DIV08-5B,DIV08-5B-D1,DIV08-5B-D1-27,2018-01-18 20:00:00,2018-03-24 17:30:00
20180111194,Division 8 RTU,DIV08-5A,DIV08-5A-7,DIV08-5A-7-1,2018-03-24 17:30:00,2018-03-30 10:00:00
20180111194,Division 8 RTU,DIV08-5F,DIV08-5F-D4,DIV08-5F-D4-23,2018-03-30 10:00:00,2018-04-08 21:30:00
20180111194,Division 8 RTU,DIV08-5B,DIV08-5B-D1,DIV08-5B-D1-35,2018-04-08 21:30:00,2018-04-18 21:30:00
20180111194,Division 8 RTU,DIV08-5F,DIV08-5F-D4,DIV08-5F-D4-35,2018-04-18 21:30:00,2018-04-20 13:00:00
20180111194,Division 8 RTU,DIV08-5A,DIV08-5A-9,DIV08-5A-9-2,2018-04-20 13:00:00,2018-04-25 07:30:00
20180111194,Division 8 RTU,DIV08-5F,DIV08-5F-D4,DIV08-5F-D4-23,2018-04-25 08:00:00,2018-05-29 09:00:00
20180111195,Division 8 RTU,DIV08-2G,DIV08-2G-D3,DIV08-2G-D3-6_X,2018-01-11 23:00:00,2018-01-12 19:00:00
20180111195,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-01-12 20:00:00,2018-02-12 16:30:00
20180111195,Division 8 RTU,DIV08-2F,DIV08-2F-D2,DIV08-2F-D2-1,2018-02-12 23:00:00,2018-02-13 23:00:00
20180111195,Division 8 RTU,DIV08-2F,DIV08-2F-D2,DIV08-2F-D2-1,2018-02-14 00:00:00,2018-02-14 18:00:00
20180111195,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-02-14 23:00:00,
20180111203,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-01-11 23:30:00,2018-11-21 16:42:53
20180111207,Division 11,DIV11-DD,DIV11-DD-212,Div11-DD-212-2,2018-01-11 23:30:00,2018-01-12 00:00:00
20180111207,Division 11,DIV11-BD,DIV11-BD-109,Div11-BD-109-1,2018-01-12 01:00:00,2018-01-13 11:30:00
20180111207,Division 6,DIV6-2C,DIV6-2C-10,DIV6-2C-10-1,2018-01-13 16:00:00,2018-04-13 16:30:00
20180111231,Division 17,DIV17-SFFP,DIV17-SFFP-SFFP,DIV17-SFFP-SFFP-General,2018-01-11 21:00:00,2018-04-12 15:08:34
20180111236,Division 11,DIV11-DC,DIV11-DC-204,Div11-DC-204-2,2018-01-12 01:00:00,2018-03-19 05:00:00
20180111236,Division 15,DIV15-SPIDOC,DIV15-SPIDOC-IDOC SPCMVNT,DIV 15-SPIDOC-IDOC SPCMVNT-GENERAL,2018-03-19 08:00:00,2018-12-15 13:51:42
20180112001,Division 15,DIV15-HP,DIV15-HP-HOSPITAL,DIV 15-HP-HOSPITAL-GENERAL,2018-01-12 03:30:00,2018-01-24 16:50:00
20180112001,Division 8,DIV8-3W,DIV8-3W-3213,DIV8-3W-3213-2,2018-01-24 20:00:00,2018-01-26 13:06:00
20180112001,Division 8,DIV8-3W,DIV8-3W-3215,DIV8-3W-3215-3_X,2018-01-26 13:08:00,2018-02-15 18:00:00
20180112001,Division 8 RTU,DIV08-3D,DIV08-3D-D3,DIV08-3D-D3-13,2018-02-15 18:00:00,2018-03-27 21:00:00
20180112001,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-03-28 03:30:00,2018-07-11 01:00:00
20180112001,Division 8 RTU,DIV08-3D,DIV08-3D-D3,DIV08-3D-D3-3_X,2018-07-11 01:00:00,2018-08-09 05:00:00
20180112003,Division 4,DIV4-M1,DIV4-M1-112,DIV4-M1-112-1,2018-01-13 01:10:00,2018-01-23 16:00:00
20180112003,Division 4,DIV4-N2,DIV4-N2-203,DIV4-N2-203-1,2018-01-23 16:00:00,2018-02-09 12:30:00
20180112003,Division 11,DIV11-BA,DIV11-BA-103,Div11-BA-103-1,2018-02-09 12:30:00,2018-02-10 16:00:00
20180112003,Division 11,DIV11-AJ,DIV11-AJ-412,Div11-AJ-412-1,2018-02-09 12:30:00,2018-02-09 12:30:00
20180112003,Division 9,DIV9-1H,DIV9-1H-1262,DIV9-1H-1262-1,2018-02-10 16:30:00,2018-02-23 13:00:00
20180112003,Division 10,DIV10-3C,DIV10-3C-3304,DIV10-3C-3304-2,2018-02-23 13:00:00,2018-02-28 17:00:00
20180112003,Division 6,DIV6-2R,DIV6-2R-16,DIV6-2R-16-1,2018-02-28 17:30:00,2018-03-08 12:00:00
20180112003,Division 9,DIV9-1H,DIV9-1H-1064,DIV9-1H-1064-1,2018-03-08 12:00:00,2018-03-09 04:30:00
20180112003,Division 9,DIV9-1E,DIV9-1E-1204,DIV9-1E-1204-2,2018-03-09 04:30:00,2018-04-01 08:00:00
20180112003,Division 9,DIV9-1C,DIV9-1C-1164,DIV9-1C-1164-2,2018-04-01 08:00:00,2018-06-20 17:00:00
20180112003,Division 9,DIV9-1E,DIV9-1E-1208,DIV9-1E-1208-1,2018-06-20 17:00:00,2018-06-29 10:30:00
20180112003,Division 9,DIV9-3C,DIV9-3C-3165,DIV9-3C-3165-1,2018-06-29 11:00:00,2018-07-05 22:00:00
20180112003,Division 9,DIV9-1G,DIV9-1G-1084,DIV9-1G-1084-2,2018-07-05 22:30:00,2018-07-13 14:00:00
20180112003,Division 9,DIV9-1C,DIV9-1C-1359,DIV9-1C-1359-1,2018-07-13 14:00:00,2018-08-23 10:00:00
20180112003,Division 9,DIV9-1C,DIV9-1C-1359,DIV9-1C-1359-2,2018-08-23 10:00:00,2018-10-31 19:30:00
20180112003,Division 9,DIV9-1E,DIV9-1E-1007,DIV9-1E-1007-1,2018-10-31 19:30:00,2018-11-06 09:00:00
20180112003,Division 15,DIV15-HP,DIV15-HP-HOSPITAL,DIV 15-HP-HOSPITAL-GENERAL,2018-11-06 10:00:00,2018-11-06 17:15:00
20180112003,Division 9,DIV9-1E,DIV9-1E-1007,DIV9-1E-1007-1,2018-11-06 20:30:00,2018-11-09 11:30:00
20180112003,Division 9,DIV9-1D,DIV9-1D-1390,DIV9-1D-1390-1,2018-11-09 11:30:00,2018-12-04 11:00:00
20180112003,Division 9,DIV9-1E,DIV9-1E-1009,DIV9-1E-1009-1,2018-12-04 11:00:00,2018-12-10 11:30:00
20180112003,Division 11,DIV11-CD,DIV11-CD-105,Div11-CD-105-1,2018-12-10 11:30:00,2018-12-10 20:21:00
20180112003,Division 15,DIV15-HP,DIV15-HP-HOSPITAL,DIV 15-HP-HOSPITAL-GENERAL,2018-12-10 20:26:00,2018-12-11 04:45:00
20180112003,Division 8 RTU,DIV08-3F,DIV08-3F-D4,DIV08-3F-D4-17,2018-12-11 08:30:00,2018-12-12 20:00:00
20180112003,Division 8 RTU,DIV08-4A,DIV08-4A-3,DIV08-4A-3-1,2018-12-12 20:00:00,2018-12-18 08:00:00
20180112003,Division 8 RTU,DIV08-3F,DIV08-3F-D4,DIV08-3F-D4-38,2018-12-18 08:00:00,2018-12-21 01:30:00
20180112003,Division 8,DIV8-3W,DIV8-3W-3217,DIV8-3W-3217-4,2018-12-21 02:30:00,2018-12-27 12:00:00
20180112003,Division 8 RTU,DIV08-2F,DIV08-2F-D2,DIV08-2F-D2-2_X,2018-12-27 12:30:00,2019-01-03 12:30:00
20180112003,Division 8 RTU,DIV08-3F,DIV08-3F-D4,DIV08-3F-D4-36,2019-01-03 12:30:00,2019-01-05 20:30:00
20180112003,Division 8 RTU,DIV08-3H,DIV08-3H-D6,DIV08-3H-D6-27,2019-01-05 20:30:00,2019-01-13 09:30:00
20180112003,Division 10,DIV10-2C,DIV10-2C-2302,DIV10-2C-2302-1,2019-01-13 10:30:00,2019-01-13 17:30:00
20180112003,Division 9,DIV9-1E,DIV9-1E-1006,DIV9-1E-1006-2,2019-01-13 18:30:00,2019-01-23 12:00:00
20180112003,Division 10,DIV10-4A,DIV10-4A-4112,DIV10-4A-4112-1,2019-01-23 12:15:00,2019-01-25 11:17:00
20180112003,Division 10,DIV10-4C,DIV10-4C-4302,DIV10-4C-4302-1,2019-01-25 11:55:00,2019-02-22 07:30:00
20180112003,Division 10,DIV10-4D,DIV10-4D-4402,DIV10-4D-4402-1,2019-02-22 07:45:00,2019-02-22 11:30:00
20180112003,Division 10,DIV10-4C,DIV10-4C-4302,DIV10-4C-4302-1,2019-02-22 12:00:00,
20180112009,Division 8 RTU,DIV08-2F,DIV08-2F-D2,DIV08-2F-D2-13,2018-01-12 23:30:00,2018-01-17 20:30:00
20180112009,Division 11,DIV11-AH,DIV11-AH-304,Div11-AH-304-2,2018-01-17 22:00:00,2018-04-19 04:30:00
20180112014,Division 10,DIV10-4D,DIV10-4D-4411,DIV10-4D-4411-2,2018-01-13 02:00:00,2018-01-13 08:05:00
20180112014,Division 10,DIV10-4D,DIV10-4D-4424,DIV10-4D-4424-2,2018-01-13 08:06:00,2018-01-14 03:00:00
20180112014,Division 10,DIV10-4D,DIV10-4D-4413,DIV10-4D-4413-1,2018-01-14 03:00:00,2018-05-23 10:30:00
20180112014,Division 10,DIV10-1B,DIV10-1B-1213,DIV10-1B-1213-1,2018-05-23 10:30:00,2018-05-23 13:15:00
20180112014,Division 10,DIV10-1A,DIV10-1A-1109,DIV10-1A-1109-1,2018-05-23 13:15:00,2018-07-02 12:30:00
20180112014,Division 9,DIV9-2A,DIV9-2A-2134,DIV9-2A-2134-1,2018-07-02 12:30:00,2018-08-20 15:30:00
20180112014,Division 9,DIV9-2A,DIV9-2A-2134,DIV9-2A-2134-1,2018-08-20 22:00:00,2018-08-21 04:00:00
20180112014,Division 8,DIV8-2N,DIV8-2N-2267,DIV8-2N-2267-3,2018-08-21 04:00:00,2018-08-23 19:00:00
20180112014,Division 10,DIV10-1B,DIV10-1B-1202,DIV10-1B-1202-1,2018-08-23 20:30:00,2018-10-18 19:00:00
20180112014,Division 10,DIV10-1A,DIV10-1A-1107,DIV10-1A-1107-2,2018-10-18 19:00:00,2018-11-27 16:30:00
20180112014,Division 10,DIV10-1A,DIV10-1A-1107,DIV10-1A-1107-1,2018-11-27 16:30:00,
20180112023,Division 2,DIV2-D4,DIV2-D4-LL,DIV2-D4-LL-9,2018-01-12 23:00:00,2018-01-14 20:00:00
20180112023,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-01-14 23:00:00,2018-02-14 15:21:00
20180112023,Division 15,DIV15-EMAW,DIV15-EMAW-EM AWOLS,DIV 15-EMAW-EM AWOLS-GENERAL,2018-02-14 15:30:00,2018-03-08 19:30:00
20180112023,Division 11,DIV11-CJ,DIV11-CJ-305,Div11-CJ-305-1,2018-03-09 00:00:00,2018-04-20 04:00:00
20180112023,Division 15,DIV15-SPIDOC,DIV15-SPIDOC-IDOC SPCMVNT,DIV 15-SPIDOC-IDOC SPCMVNT-GENERAL,2018-04-20 09:30:00,2018-05-07 18:00:00
20180112023,Division 10,DIV10-4A,DIV10-4A-4117,DIV10-4A-4117-2,2018-05-07 23:30:00,2018-05-27 12:00:00
20180112023,Division 11,DIV11-CJ,DIV11-CJ-302,Div11-CJ-302-2,2018-05-27 12:00:00,2018-09-10 17:00:00
20180112023,Division 9,DIV9-1E,DIV9-1E-1006,DIV9-1E-1006-2,2018-09-10 17:00:00,2018-09-17 13:00:00
20180112023,Division 9,DIV9-2A,DIV9-2A-2127,DIV9-2A-2127-2,2018-09-17 13:00:00,2018-10-29 04:00:00
20180112028,Division 2,DIV2-D4,DIV2-D4-LU,DIV2-D4-LU-12,2018-01-13 01:30:00,2018-01-13 12:30:00
20180112028,Division 2,DIV2-D4,DIV2-D4-RU,DIV2-D4-RU-20,2018-01-13 12:30:00,2018-02-11 11:30:00
20180112028,Division 2,DIV2-D4,DIV2-D4-PU,DIV2-D4-PU-16,2018-02-11 11:30:00,2018-06-30 02:30:00
20180112028,Division 2,DIV2-D2,DIV2-D2-W,DIV2-D2-W-28,2018-06-30 02:30:00,2018-12-22 11:00:00
